#1				
double Inf_Snd(1346,5)  # t	steady	dry	rain	strm
6.3645833333	6.95	4.39	4.39	4.39
6.3750000000	6.95	4.88	4.88	4.88
6.3854166667	6.95	5.99	5.99	5.99
6.3958333333	6.95	7.15	7.15	7.15
6.4062500000	6.95	8	8	8
6.4166666667	6.95	9.49	9.49	9.49
6.4270833333	6.95	10.58	10.58	10.58
6.4375000000	6.95	11.52	11.52	11.52
6.4479166667	6.95	12	12	12
6.4583333333	6.95	11.9	11.9	11.9
6.4687500000	6.95	11.21	11.21	11.21
6.4791666667	6.95	10.25	10.25	10.25
6.4895833333	6.95	9.48	9.48	9.48
6.5000000000	6.95	8.84	8.84	8.84
6.5104166667	6.95	8.13	8.13	8.13
6.5208333333	6.95	7.58	7.58	7.58
6.5312500000	6.95	7.04	7.04	7.04
6.5416666667	6.95	6.83	6.83	6.83
6.5520833333	6.95	6.7	6.7	6.7
6.5625000000	6.95	6.68	6.68	6.68
6.5729166667	6.95	6.71	6.71	6.71
6.5833333333	6.95	6.81	6.81	6.81
6.5937500000	6.95	6.87	6.87	6.87
6.6041666667	6.95	6.83	6.83	6.83
6.6145833333	6.95	6.52	6.52	6.52
6.6250000000	6.95	6.16	6.16	6.16
6.6354166667	6.95	5.98	5.98	5.98
6.6458333333	6.95	5.89	5.89	5.89
6.6562500000	6.95	5.94	5.94	5.94
6.6666666667	6.95	6.02	6.02	6.02
6.6770833333	6.95	6.24	6.24	6.24
6.6875000000	6.95	6.59	6.59	6.59
6.6979166667	6.95	6.56	6.56	6.56
6.7083333333	6.95	6.4	6.4	6.4
6.7187500000	6.95	5.95	5.95	5.95
6.7291666667	6.95	5.83	5.83	5.83
6.7395833333	6.95	5.73	5.73	5.73
6.7500000000	6.95	5.87	5.87	5.87
6.7604166667	6.95	6.05	6.05	6.05
6.7708333333	6.95	6.33	6.33	6.33
6.7812500000	6.95	6.24	6.24	6.24
6.7916666667	6.95	6.22	6.22	6.22
6.8020833333	6.95	6.2	6.2	6.2
6.8125000000	6.95	6.64	6.64	6.64
6.8229166667	6.95	6.72	6.72	6.72
6.8333333333	6.95	6.85	6.85	6.85
6.8437500000	6.95	7.19	7.19	7.19
6.8541666667	6.95	7.56	7.56	7.56
6.8645833333	6.95	7.74	7.74	7.74
6.8750000000	6.95	8.01	8.01	8.01
6.8854166667	6.95	8.26	8.26	8.26
6.8958333333	6.95	8.38	8.38	8.38
6.9062500000	6.95	8.42	8.42	8.42
6.9166666667	6.95	8.34	8.34	8.34
6.9270833333	6.95	8.2	8.2	8.2
6.9375000000	6.95	8.01	8.01	8.01
6.9479166667	6.95	7.78	7.78	7.78
6.9583333333	6.95	7.56	7.56	7.56
6.9687500000	6.95	7.19	7.19	7.19
6.9791666667	6.95	6.95	6.95	6.95
6.9895833333	6.95	6.75	6.75	6.75
7.0000000000	6.95	6.36	6.36	6.36
7.0104166667	6.95	6.17	6.17	6.17
7.0208333333	6.95	6.17	6.17	6.17
7.0312500000	6.95	6.22	6.22	6.22
7.0416666667	6.95	6.46	6.46	6.46
7.0520833333	6.95	6.78	6.78	6.78
7.0625000000	6.95	7.21	7.21	7.21
7.0729166667	6.95	7.25	7.25	7.25
7.0833333333	6.95	6.98	6.98	6.98
7.0937500000	6.95	6.75	6.75	6.75
7.1041666667	6.95	6.28	6.28	6.28
7.1145833333	6.95	6.25	6.25	6.25
7.1250000000	6.95	5.37	5.37	5.37
7.1354166667	6.95	5.44	5.44	5.44
7.1458333333	6.95	5.01	5.01	5.01
7.1562500000	6.95	4.64	4.64	4.64
7.1666666667	6.95	4.44	4.44	4.44
7.1770833333	6.95	4.26	4.26	4.26
7.1875000000	6.95	4	4	4
7.1979166667	6.95	4.04	4.04	4.04
7.2083333333	6.95	4.08	4.08	4.08
7.2187500000	6.95	4.05	4.05	4.05
7.2291666667	6.95	4.08	4.08	4.08
7.2395833333	6.95	4.05	4.05	4.05
7.2500000000	6.95	4.05	4.05	4.05
7.2604166667	6.95	4.05	4.05	4.05
7.2708333333	6.95	4.03	4.03	4.03
7.2812500000	6.95	4.01	4.01	4.01
7.2916666667	6.95	4	4	4
7.3020833333	6.95	4.03	4.03	4.03
7.3125000000	6.95	4.06	4.06	4.06
7.3229166667	6.95	4.09	4.09	4.09
7.3333333333	6.95	4.12	4.12	4.12
7.3437500000	6.95	4.19	4.19	4.19
7.3541666667	6.95	4.24	4.24	4.24
7.3645833333	6.95	4.39	4.39	4.39
7.3750000000	6.95	4.88	4.88	4.88
7.3854166667	6.95	5.99	5.99	5.99
7.3958333333	6.95	7.15	7.15	7.15
7.4062500000	6.95	8	8	8
7.4166666667	6.95	9.49	9.49	9.49
7.4270833333	6.95	10.58	10.58	10.58
7.4375000000	6.95	11.52	11.52	11.52
7.4479166667	6.95	12	12	12
7.4583333333	6.95	11.9	11.9	11.9
7.4687500000	6.95	11.21	11.21	11.21
7.4791666667	6.95	10.25	10.25	10.25
7.4895833333	6.95	9.48	9.48	9.48
7.5000000000	6.95	8.84	8.84	8.84
7.5104166667	6.95	8.13	8.13	8.13
7.5208333333	6.95	7.58	7.58	7.58
7.5312500000	6.95	7.04	7.04	7.04
7.5416666667	6.95	6.83	6.83	6.83
7.5520833333	6.95	6.7	6.7	6.7
7.5625000000	6.95	6.68	6.68	6.68
7.5729166667	6.95	6.71	6.71	6.71
7.5833333333	6.95	6.81	6.81	6.81
7.5937500000	6.95	6.87	6.87	6.87
7.6041666667	6.95	6.83	6.83	6.83
7.6145833333	6.95	6.52	6.52	6.52
7.6250000000	6.95	6.16	6.16	6.16
7.6354166667	6.95	5.98	5.98	5.98
7.6458333333	6.95	5.89	5.89	5.89
7.6562500000	6.95	5.94	5.94	5.94
7.6666666667	6.95	6.02	6.02	6.02
7.6770833333	6.95	6.24	6.24	6.24
7.6875000000	6.95	6.59	6.59	6.59
7.6979166667	6.95	6.56	6.56	6.56
7.7083333333	6.95	6.4	6.4	6.4
7.7187500000	6.95	5.95	5.95	5.95
7.7291666667	6.95	5.83	5.83	5.83
7.7395833333	6.95	5.73	5.73	5.73
7.7500000000	6.95	5.87	5.87	5.87
7.7604166667	6.95	6.05	6.05	6.05
7.7708333333	6.95	6.33	6.33	6.33
7.7812500000	6.95	6.24	6.24	6.24
7.7916666667	6.95	6.22	6.22	6.22
7.8020833333	6.95	6.2	6.2	6.2
7.8125000000	6.95	6.64	6.64	6.64
7.8229166667	6.95	6.72	6.72	6.72
7.8333333333	6.95	6.85	6.85	6.85
7.8437500000	6.95	7.19	7.19	7.19
7.8541666667	6.95	7.56	7.56	7.56
7.8645833333	6.95	7.74	7.74	7.74
7.8750000000	6.95	8.01	8.01	8.01
7.8854166667	6.95	8.26	8.26	8.26
7.8958333333	6.95	8.38	8.38	8.38
7.9062500000	6.95	8.42	8.42	8.42
7.9166666667	6.95	8.34	8.34	8.34
7.9270833333	6.95	8.2	8.2	8.2
7.9375000000	6.95	8.01	8.01	8.01
7.9479166667	6.95	7.78	7.78	7.78
7.9583333333	6.95	7.56	7.56	7.56
7.9687500000	6.95	7.19	7.19	7.19
7.9791666667	6.95	6.95	6.95	6.95
7.9895833333	6.95	6.75	6.75	6.75
8.0000000000	6.95	6.36	6.36	6.36
8.0104166667	6.95	6.17	6.17	6.17
8.0208333333	6.95	6.17	6.17	6.17
8.0312500000	6.95	6.22	6.22	6.22
8.0416666667	6.95	6.46	6.46	6.46
8.0520833333	6.95	6.78	6.78	6.78
8.0625000000	6.95	7.21	7.21	7.21
8.0729166667	6.95	7.25	7.25	7.25
8.0833333333	6.95	6.98	6.98	6.98
8.0937500000	6.95	6.75	6.75	6.75
8.1041666667	6.95	6.28	6.28	6.28
8.1145833333	6.95	6.22	6.22	6.22
8.1250000000	6.95	5.37	5.37	5.37
8.1354166667	6.95	5.44	5.44	5.44
8.1458333333	6.95	5.01	5.01	5.01
8.1562500000	6.95	4.64	4.64	4.64
8.1666666667	6.95	4.44	4.44	4.44
8.1770833333	6.95	4.26	4.26	4.26
8.1875000000	6.95	4	4	4
8.1979166667	6.95	4.04	4.04	4.04
8.2083333333	6.95	4.08	4.08	4.08
8.2187500000	6.95	4.05	4.05	4.05
8.2291666667	6.95	4.08	4.08	4.08
8.2395833333	6.95	4.05	4.05	4.05
8.2500000000	6.95	4.05	4.05	4.05
8.2604166667	6.95	4.05	4.05	4.05
8.2708333333	6.95	4.03	4.03	4.03
8.2812500000	6.95	4.01	4.01	4.01
8.2916666667	6.95	4	4	4
8.3020833333	6.95	4.03	4.03	4.03
8.3125000000	6.95	4.06	4.06	4.06
8.3229166667	6.95	4.09	4.09	4.09
8.3333333333	6.95	4.12	4.12	4.12
8.3437500000	6.95	4.19	4.19	4.19
8.3541666667	6.95	4.24	4.24	4.24
8.3645833333	6.95	4.39	4.39	4.39
8.3750000000	6.95	4.88	2.95	4.88
8.3854166667	6.95	5.99	3.28	5.99
8.3958333333	6.95	7.15	4.56	7.15
8.4062500000	6.95	8	4.34	8
8.4166666667	6.95	9.49	5.25	9.49
8.4270833333	6.95	10.58	6.1	10.58
8.4375000000	6.95	11.52	6.87	11.52
8.4479166667	6.95	12	7.37	12
8.4583333333	6.95	11.9	7.33	11.9
8.4687500000	6.95	11.21	6.89	11.21
8.4791666667	6.95	10.25	6.3	10.25
8.4895833333	6.95	9.48	5.81	9.48
8.5000000000	6.95	8.84	5.37	8.84
8.5104166667	6.95	8.13	4.67	8.13
8.5208333333	6.95	7.58	4.27	7.58
8.5312500000	6.95	7.04	3.92	7.04
8.5416666667	6.95	6.83	3.78	6.83
8.5520833333	6.95	6.7	3.69	6.7
8.5625000000	6.95	6.68	3.55	6.68
8.5729166667	6.95	6.71	3.72	6.71
8.5833333333	6.95	6.81	3.72	6.81
8.5937500000	6.95	6.87	3.7	6.87
8.6041666667	6.95	6.83	3.6	6.83
8.6145833333	6.95	6.52	3.4	6.52
8.6250000000	6.95	6.16	3.22	6.16
8.6354166667	6.95	5.98	3.08	5.98
8.6458333333	6.95	5.89	3.05	5.89
8.6562500000	6.95	5.94	3.03	5.94
8.6666666667	6.95	6.02	3.05	6.02
8.6770833333	6.95	6.24	3.12	6.24
8.6875000000	6.95	6.59	3.24	6.59
8.6979166667	6.95	6.56	3.19	6.56
8.7083333333	6.95	6.4	3.08	6.4
8.7187500000	6.95	5.95	2.85	5.95
8.7291666667	6.95	5.83	2.78	5.83
8.7395833333	6.95	5.73	2.8	5.73
8.7500000000	6.95	5.87	3.11	5.87
8.7604166667	6.95	6.05	3.14	6.05
8.7708333333	6.95	6.33	3.33	6.33
8.7812500000	6.95	6.24	3.21	6.24
8.7916666667	6.95	6.22	3.1	6.22
8.8020833333	6.95	6.2	2.89	6.2
8.8125000000	6.95	6.64	3.18	4.33
8.8229166667	6.95	6.72	3.52	3.82
8.8333333333	6.95	6.85	3.69	3.24
8.8437500000	6.95	7.19	3.87	2.79
8.8541666667	6.95	7.56	4.21	3.16
8.8645833333	6.95	7.74	4.02	2.78
8.8750000000	6.95	8.01	3.94	2.58
8.8854166667	6.95	8.26	4.25	2.92
8.8958333333	6.95	8.38	4.78	4.36
8.9062500000	6.95	8.42	4.61	4.84
8.9166666667	6.95	8.34	4.54	5.98
8.9270833333	6.95	8.2	4.5	8.2
8.9375000000	6.95	8.01	4.15	8.01
8.9479166667	6.95	7.78	4.47	7.78
8.9583333333	6.95	7.56	4.25	7.56
8.9687500000	6.95	7.19	3.98	7.19
8.9791666667	6.95	6.95	3.79	6.95
8.9895833333	6.95	6.75	3.63	6.75
9.0000000000	6.95	6.36	3.26	6.36
9.0104166667	6.95	6.17	3.16	6.17
9.0208333333	6.95	6.17	3.02	6.17
9.0312500000	6.95	6.22	3.02	6.22
9.0416666667	6.95	6.46	3.1	6.46
9.0520833333	6.95	6.78	3.2	6.78
9.0625000000	6.95	7.21	3.36	7.21
9.0729166667	6.95	7.25	3.31	7.25
9.0833333333	6.95	6.98	3.11	6.98
9.0937500000	6.95	6.75	3.02	6.75
9.1041666667	6.95	6.28	2.79	6.28
9.1145833333	6.95	6.22	2.62	6.22
9.1250000000	6.95	5.37	2.16	5.37
9.1354166667	6.95	5.44	2.11	5.44
9.1458333333	6.95	5.01	1.88	5.01
9.1562500000	6.95	4.64	1.69	4.64
9.1666666667	6.95	4.44	1.67	4.44
9.1770833333	6.95	4.26	1.56	4.26
9.1875000000	6.95	4	1.49	4
9.1979166667	6.95	4.04	1.6	4.04
9.2083333333	6.95	4.08	1.55	4.08
9.2187500000	6.95	4.05	1.61	4.05
9.2291666667	6.95	4.08	1.65	4.08
9.2395833333	6.95	4.05	1.64	4.05
9.2500000000	6.95	4.05	1.55	4.05
9.2604166667	6.95	4.05	1.55	4.05
9.2708333333	6.95	4.03	1.49	4.03
9.2812500000	6.95	4.01	1.5	4.01
9.2916666667	6.95	4	1.49	4
9.3020833333	6.95	4.03	1.51	4.03
9.3125000000	6.95	4.06	1.55	4.06
9.3229166667	6.95	4.09	1.6	4.09
9.3333333333	6.95	4.12	1.61	4.12
9.3437500000	6.95	4.19	1.62	4.19
9.3541666667	6.95	4.24	1.7	4.24
9.3645833333	6.95	4.39	1.81	4.39
9.3750000000	6.95	4.88	2.26	4.88
9.3854166667	6.95	5.99	2.77	5.99
9.3958333333	6.95	7.15	3.73	7.15
9.4062500000	6.95	8	4.48	8
9.4166666667	6.95	9.49	5.25	9.49
9.4270833333	6.95	10.58	6.06	10.58
9.4375000000	6.95	11.52	6.77	11.52
9.4479166667	6.95	12	7.27	12
9.4583333333	6.95	11.9	7.23	11.9
9.4687500000	6.95	11.21	6.82	11.21
9.4791666667	6.95	10.25	6.2	10.25
9.4895833333	6.95	9.48	5.45	9.48
9.5000000000	6.95	8.84	4.98	8.84
9.5104166667	6.95	8.13	4.58	8.13
9.5208333333	6.95	7.58	4.19	7.58
9.5312500000	6.95	7.04	3.89	7.04
9.5416666667	6.95	6.83	3.56	6.83
9.5520833333	6.95	6.7	3.77	6.7
9.5625000000	6.95	6.68	3.71	6.68
9.5729166667	6.95	6.71	3.63	6.71
9.5833333333	6.95	6.81	3.62	6.81
9.5937500000	6.95	6.87	3.44	6.87
9.6041666667	6.95	6.83	3.26	6.83
9.6145833333	6.95	6.52	3.59	6.52
9.6250000000	6.95	6.16	3.25	6.16
9.6354166667	6.95	5.98	3.04	5.98
9.6458333333	6.95	5.89	3.08	5.89
9.6562500000	6.95	5.94	2.8	5.94
9.6666666667	6.95	6.02	2.77	6.02
9.6770833333	6.95	6.24	3.02	6.24
9.6875000000	6.95	6.59	3.18	6.59
9.6979166667	6.95	6.56	3.21	6.56
9.7083333333	6.95	6.4	3.08	6.4
9.7187500000	6.95	5.95	2.82	5.95
9.7291666667	6.95	5.83	2.74	5.83
9.7395833333	6.95	5.73	2.72	5.73
9.7500000000	6.95	5.87	2.8	5.87
9.7604166667	6.95	6.05	2.88	6.05
9.7708333333	6.95	6.33	3.01	6.33
9.7812500000	6.95	6.24	3.3	6.24
9.7916666667	6.95	6.22	3.25	6.22
9.8020833333	6.95	6.2	3.2	6.2
9.8125000000	6.95	6.64	3.47	6.64
9.8229166667	6.95	6.72	3.22	6.72
9.8333333333	6.95	6.85	3.43	6.85
9.8437500000	6.95	7.19	3.88	7.19
9.8541666667	6.95	7.56	3.95	7.56
9.8645833333	6.95	7.74	4.07	7.74
9.8750000000	6.95	8.01	4.12	8.01
9.8854166667	6.95	8.26	3.98	8.26
9.8958333333	6.95	8.38	4.69	8.38
9.9062500000	6.95	8.42	4.54	8.42
9.9166666667	6.95	8.34	4.4	8.34
9.9270833333	6.95	8.2	4.27	8.2
9.9375000000	6.95	8.01	3.69	8.01
9.9479166667	6.95	7.78	4.32	7.78
9.9583333333	6.95	7.56	4.01	7.56
9.9687500000	6.95	7.19	3.87	7.19
9.9791666667	6.95	6.95	3.62	6.95
9.9895833333	6.95	6.75	3.33	6.75
10.0000000000	6.95	6.36	3.01	6.36
10.0104166667	6.95	6.17	2.93	6.17
10.0208333333	6.95	6.17	2.97	6.17
10.0312500000	6.95	6.22	3.31	6.22
10.0416666667	6.95	6.46	3.34	6.46
10.0520833333	6.95	6.78	3.6	6.78
10.0625000000	6.95	7.21	3.82	7.21
10.0729166667	6.95	7.25	3.09	7.25
10.0833333333	6.95	6.98	2.99	6.98
10.0937500000	6.95	6.75	2.9	6.75
10.1041666667	6.95	6.28	2.64	6.28
10.1145833333	6.95	6.22	2.57	6.22
10.1250000000	6.95	5.37	2.05	5.37
10.1354166667	6.95	5.44	2.08	5.44
10.1458333333	6.95	5.01	1.8	5.01
10.1562500000	6.95	4.64	1.64	4.64
10.1666666667	6.95	4.44	1.52	4.44
10.1770833333	6.95	4.26	1.42	4.26
10.1875000000	6.95	4	1.44	4
10.1979166667	6.95	4.04	1.38	4.04
10.2083333333	6.95	4.08	1.44	4.08
10.2187500000	6.95	4.05	1.45	4.05
10.2291666667	6.95	4.08	1.5	4.08
10.2395833333	6.95	4.05	1.48	4.05
10.2500000000	6.95	4.05	1.52	4.05
10.2604166667	6.95	4.05	1.55	4.05
10.2708333333	6.95	4.03	1.46	4.03
10.2812500000	6.95	4.01	1.45	4.01
10.2916666667	6.95	4	1.5	4
10.3020833333	6.95	4.03	1.54	4.03
10.3125000000	6.95	4.06	1.47	4.06
10.3229166667	6.95	4.09	1.5	4.09
10.3333333333	6.95	4.12	1.52	4.12
10.3437500000	6.95	4.19	1.52	4.19
10.3541666667	6.95	4.24	1.65	4.24
10.3645833333	6.95	4.39	1.67	4.39
10.3750000000	6.95	4.88	1.84	4.88
10.3854166667	6.95	5.99	3	5.99
10.3958333333	6.95	7.15	5.66	7.15
10.4062500000	6.95	8	6.69	8
10.4166666667	6.95	9.49	8.46	9.49
10.4270833333	6.95	10.58	10.58	10.58
10.4375000000	6.95	11.52	11.52	11.52
10.4479166667	6.95	12	12	12
10.4583333333	6.95	11.9	11.9	11.9
10.4687500000	6.95	11.21	11.21	11.21
10.4791666667	6.95	10.25	10.25	10.25
10.4895833333	6.95	9.48	9.48	9.48
10.5000000000	6.95	8.84	8.84	8.84
10.5104166667	6.95	8.13	8.13	8.13
10.5208333333	6.95	7.58	7.58	7.58
10.5312500000	6.95	7.04	7.04	7.04
10.5416666667	6.95	6.83	6.83	6.83
10.5520833333	6.95	6.7	6.7	6.7
10.5625000000	6.95	6.68	6.68	6.68
10.5729166667	6.95	6.71	6.71	6.71
10.5833333333	6.95	6.81	6.81	6.81
10.5937500000	6.95	6.87	6.87	6.87
10.6041666667	6.95	6.83	6.83	6.83
10.6145833333	6.95	6.52	6.52	6.52
10.6250000000	6.95	6.16	6.16	6.16
10.6354166667	6.95	5.98	5.98	5.98
10.6458333333	6.95	5.89	5.89	5.89
10.6562500000	6.95	5.94	5.94	5.94
10.6666666667	6.95	6.02	6.02	6.02
10.6770833333	6.95	6.24	6.24	6.24
10.6875000000	6.95	6.59	6.59	6.59
10.6979166667	6.95	6.56	6.56	6.56
10.7083333333	6.95	6.4	6.4	6.4
10.7187500000	6.95	5.95	5.95	5.95
10.7291666667	6.95	5.83	5.83	5.83
10.7395833333	6.95	5.73	5.73	5.73
10.7500000000	6.95	5.87	5.87	5.87
10.7604166667	6.95	6.05	6.05	6.05
10.7708333333	6.95	6.33	6.33	6.33
10.7812500000	6.95	6.24	6.24	6.24
10.7916666667	6.95	6.22	6.22	6.22
10.8020833333	6.95	6.2	6.2	6.2
10.8125000000	6.95	6.64	6.64	6.64
10.8229166667	6.95	6.72	6.72	6.72
10.8333333333	6.95	6.85	6.85	6.85
10.8437500000	6.95	7.19	7.19	7.19
10.8541666667	6.95	7.56	7.56	7.56
10.8645833333	6.95	7.74	7.74	7.74
10.8750000000	6.95	8.01	8.01	8.01
10.8854166667	6.95	8.26	8.26	8.26
10.8958333333	6.95	8.38	8.38	8.38
10.9062500000	6.95	8.42	8.42	8.42
10.9166666667	6.95	8.34	8.34	5.89
10.9270833333	6.95	8.2	8.2	4.59
10.9375000000	6.95	8.01	8.01	3.26
10.9479166667	6.95	7.78	7.78	3.38
10.9583333333	6.95	7.56	7.56	3.13
10.9687500000	6.95	7.19	7.19	2.87
10.9791666667	6.95	6.95	6.95	2.7
10.9895833333	6.95	6.75	6.75	2.54
11.0000000000	6.95	6.36	6.36	2.16
11.0104166667	6.95	6.17	6.17	2.1
11.0208333333	6.95	6.17	6.17	1.91
11.0312500000	6.95	6.22	6.22	1.9
11.0416666667	6.95	6.46	6.46	1.94
11.0520833333	6.95	6.78	6.78	1.97
11.0625000000	6.95	7.21	7.21	2.05
11.0729166667	6.95	7.25	7.25	1.99
11.0833333333	6.95	6.98	6.98	2.01
11.0937500000	6.95	6.75	6.75	1.98
11.1041666667	6.95	6.28	6.28	1.85
11.1145833333	6.95	6.22	6.22	1.75
11.1250000000	6.95	5.37	5.37	1.46
11.1354166667	6.95	5.44	5.44	1.44
11.1458333333	6.95	5.01	5.01	1.31
11.1562500000	6.95	4.64	4.64	1.19
11.1666666667	6.95	4.44	4.44	1.21
11.1770833333	6.95	4.26	4.26	1.15
11.1875000000	6.95	4	4	1.12
11.1979166667	6.95	4.04	4.04	1.24
11.2083333333	6.95	4.08	4.08	1.22
11.2187500000	6.95	4.05	4.05	1.3
11.2291666667	6.95	4.08	4.08	1.37
11.2395833333	6.95	4.05	4.05	1.38
11.2500000000	6.95	4.05	4.05	1.34
11.2604166667	6.95	4.05	4.05	1.37
11.2708333333	6.95	4.03	4.03	1.35
11.2812500000	6.95	4.01	4.01	1.4
11.2916666667	6.95	4	4	1.42
11.3020833333	6.95	4.03	4.03	1.48
11.3125000000	6.95	4.06	4.06	1.56
11.3229166667	6.95	4.09	4.09	1.65
11.3333333333	6.95	4.12	4.12	1.71
11.3437500000	6.95	4.19	4.19	1.78
11.3541666667	6.95	4.24	4.24	1.92
11.3645833333	6.95	4.39	4.39	2.09
11.3750000000	6.95	4.88	4.88	2.64
11.3854166667	6.95	5.99	5.99	3.34
11.3958333333	6.95	7.15	7.15	4.5
11.4062500000	6.95	8	8	5.44
11.4166666667	6.95	9.49	9.49	6.57
11.4270833333	6.95	10.58	10.58	7.68
11.4375000000	6.95	11.52	11.52	8.71
11.4479166667	6.95	12	12	9.44
11.4583333333	6.95	11.9	11.9	9.61
11.4687500000	6.95	11.21	11.21	9.28
11.4791666667	6.95	10.25	10.25	8.68
11.4895833333	6.95	9.48	9.48	8.1
11.5000000000	6.95	8.84	8.84	7.73
11.5104166667	6.95	8.13	8.13	7.34
11.5208333333	6.95	7.58	7.58	7.05
11.5312500000	6.95	7.04	7.04	6.78
11.5416666667	6.95	6.83	6.83	6.83
11.5520833333	6.95	6.7	6.7	6.7
11.5625000000	6.95	6.68	6.68	6.68
11.5729166667	6.95	6.71	6.71	6.71
11.5833333333	6.95	6.81	6.81	6.81
11.5937500000	6.95	6.87	6.87	6.87
11.6041666667	6.95	6.83	6.83	6.83
11.6145833333	6.95	6.52	6.52	6.52
11.6250000000	6.95	6.16	6.16	6.16
11.6354166667	6.95	5.98	5.98	5.98
11.6458333333	6.95	5.89	5.89	5.89
11.6562500000	6.95	5.94	5.94	5.94
11.6666666667	6.95	6.02	6.02	6.02
11.6770833333	6.95	6.24	6.24	6.24
11.6875000000	6.95	6.59	6.59	6.59
11.6979166667	6.95	6.56	6.56	6.56
11.7083333333	6.95	6.4	6.4	6.4
11.7187500000	6.95	5.95	5.95	5.95
11.7291666667	6.95	5.83	5.83	5.83
11.7395833333	6.95	5.73	5.73	5.73
11.7500000000	6.95	5.87	5.87	5.87
11.7604166667	6.95	6.05	6.05	6.05
11.7708333333	6.95	6.33	6.33	6.33
11.7812500000	6.95	6.24	6.24	6.24
11.7916666667	6.95	6.22	6.22	6.22
11.8020833333	6.95	6.2	6.2	6.2
11.8125000000	6.95	6.64	6.64	6.64
11.8229166667	6.95	6.72	6.72	6.72
11.8333333333	6.95	6.85	6.85	6.85
11.8437500000	6.95	7.19	7.19	7.19
11.8541666667	6.95	7.56	7.56	7.56
11.8645833333	6.95	7.74	7.74	7.74
11.8750000000	6.95	8.01	8.01	8.01
11.8854166667	6.95	8.26	8.26	8.26
11.8958333333	6.95	8.38	8.38	8.38
11.9062500000	6.95	8.42	8.42	8.42
11.9166666667	6.95	8.34	8.34	8.34
11.9270833333	6.95	8.2	8.2	8.2
11.9375000000	6.95	8.01	8.01	8.01
11.9479166667	6.95	7.78	7.78	7.78
11.9583333333	6.95	7.56	7.56	7.56
11.9687500000	6.95	7.19	7.19	7.19
11.9791666667	6.95	6.95	6.95	6.95
11.9895833333	6.95	6.75	6.75	6.75
12.0000000000	6.95	6.36	6.36	6.36
12.0104166667	6.95	6.17	6.17	6.17
12.0208333333	6.95	6.17	6.17	6.17
12.0312500000	6.95	6.22	6.22	6.22
12.0416666667	6.95	6.46	6.46	6.46
12.0520833333	6.95	6.78	6.78	6.78
12.0625000000	6.95	7.21	7.21	7.21
12.0729166667	6.95	7.25	7.25	7.25
12.0833333333	6.95	6.98	6.98	6.98
12.0937500000	6.95	6.75	6.75	6.75
12.1041666667	6.95	6.28	6.28	6.28
12.1145833333	6.95	6.22	6.22	6.22
12.1250000000	6.95	5.37	5.37	5.37
12.1354166667	6.95	5.44	5.44	5.44
12.1458333333	6.95	5.01	5.01	5.01
12.1562500000	6.95	4.64	4.64	4.64
12.1666666667	6.95	4.44	4.44	4.44
12.1770833333	6.95	4.26	4.26	4.26
12.1875000000	6.95	4	4	4
12.1979166667	6.95	4.04	4.04	4.04
12.2083333333	6.95	4.08	4.08	4.08
12.2187500000	6.95	4.05	4.05	4.05
12.2291666667	6.95	4.08	4.08	4.08
12.2395833333	6.95	4.05	4.05	4.05
12.2500000000	6.95	4.05	4.05	4.05
12.2604166667	6.95	4.05	4.05	4.05
12.2708333333	6.95	4.03	4.03	4.03
12.2812500000	6.95	4.01	4.01	4.01
12.2916666667	6.95	4	4	4
12.3020833333	6.95	4.03	4.03	4.03
12.3125000000	6.95	4.06	4.06	4.06
12.3229166667	6.95	4.09	4.09	4.09
12.3333333333	6.95	4.12	4.12	4.12
12.3437500000	6.95	4.19	4.19	4.19
12.3541666667	6.95	4.24	4.24	4.24
12.3645833333	6.95	4.39	4.39	4.39
12.3750000000	6.95	4.88	4.88	4.88
12.3854166667	6.95	5.99	5.99	5.99
12.3958333333	6.95	7.15	7.15	7.15
12.4062500000	6.95	8	8	8
12.4166666667	6.95	9.49	9.49	9.49
12.4270833333	6.95	10.58	10.58	10.58
12.4375000000	6.95	11.52	11.52	11.52
12.4479166667	6.95	12	12	12
12.4583333333	6.95	11.9	11.9	11.9
12.4687500000	6.95	11.21	11.21	11.21
12.4791666667	6.95	10.25	10.25	10.25
12.4895833333	6.95	9.48	9.48	9.48
12.5000000000	6.95	8.84	8.84	8.84
12.5104166667	6.95	8.13	8.13	8.13
12.5208333333	6.95	7.58	7.58	7.58
12.5312500000	6.95	7.04	7.04	7.04
12.5416666667	6.95	6.83	6.83	6.83
12.5520833333	6.95	6.7	6.7	6.7
12.5625000000	6.95	6.68	6.68	6.68
12.5729166667	6.95	6.71	6.71	6.71
12.5833333333	6.95	6.81	6.81	6.81
12.5937500000	6.95	6.87	6.87	6.87
12.6041666667	6.95	6.83	6.83	6.83
12.6145833333	6.95	6.52	6.52	6.52
12.6250000000	6.95	6.16	6.16	6.16
12.6354166667	6.95	5.98	5.98	5.98
12.6458333333	6.95	5.89	5.89	5.89
12.6562500000	6.95	5.94	5.94	5.94
12.6666666667	6.95	6.02	6.02	6.02
12.6770833333	6.95	6.24	6.24	6.24
12.6875000000	6.95	6.59	6.59	6.59
12.6979166667	6.95	6.56	6.56	6.56
12.7083333333	6.95	6.4	6.4	6.4
12.7187500000	6.95	5.95	5.95	5.95
12.7291666667	6.95	5.83	5.83	5.83
