#1				
double Inf_Si(1346,5)  # t	steady	dry	rain	strm
9.4895833333	30	30	17.26	30
9.5000000000	30	30	16.9	30
9.5104166667	30	30	16.9	30
9.5208333333	30	30	16.59	30
9.5312500000	30	30	16.57	30
9.5416666667	30	30	15.63	30
9.5520833333	30	30	16.86	30
9.5625000000	30	30	16.69	30
9.5729166667	30	30	16.22	30
9.5833333333	30	30	15.95	30
9.5937500000	30	30	15	30
9.6041666667	30	30	14.32	30
9.6145833333	30	30	16.52	30
9.6250000000	30	30	15.83	30
9.6354166667	30	30	15.28	30
9.6458333333	30	30	15.65	30
9.6562500000	30	30	14.12	30
9.6666666667	30	30	13.8	30
9.6770833333	30	30	14.52	30
9.6875000000	30	30	14.5	30
9.6979166667	30	30	14.66	30
9.7083333333	30	30	14.43	30
9.7187500000	30	30	14.22	30
9.7291666667	30	30	14.12	30
9.7395833333	30	30	14.25	30
9.7500000000	30	30	14.3	30
9.7604166667	30	30	14.3	30
9.7708333333	30	30	14.29	30
9.7812500000	30	30	15.86	30
9.7916666667	30	30	15.66	30
9.8020833333	30	30	15.5	30
9.8125000000	30	30	15.65	30
9.8229166667	30	30	14.38	30
9.8333333333	30	30	15.04	30
9.8437500000	30	30	16.17	30
9.8541666667	30	30	15.66	30
9.8645833333	30	30	15.75	30
9.8750000000	30	30	15.42	30
9.8854166667	30	30	14.45	30
9.8958333333	30	30	16.77	30
9.9062500000	30	30	16.16	30
9.9166666667	30	30	15.84	30
9.9270833333	30	30	15.62	30
9.9375000000	30	30	13.82	30
9.9479166667	30	30	16.66	30
9.9583333333	30	30	15.9	30
9.9687500000	30	30	16.16	30
9.9791666667	30	30	15.62	30
9.9895833333	30	30	14.78	30
10.0000000000	30	30	14.18	30
10.0104166667	30	30	14.28	30
10.0208333333	30	30	14.44	30
10.0312500000	30	30	15.95	30
10.0416666667	30	30	15.5	30
10.0520833333	30	30	15.91	30
10.0625000000	30	30	15.87	30
10.0729166667	30	30	12.78	30
10.0833333333	30	30	12.87	30
10.0937500000	30	30	12.88	30
10.1041666667	30	30	12.61	30
10.1145833333	30	30	12.38	30
10.1250000000	30	30	11.45	30
10.1354166667	30	30	11.45	30
10.1458333333	30	30	10.81	30
10.1562500000	30	30	10.63	30
10.1666666667	30	30	10.29	30
10.1770833333	30	30	10	30
10.1875000000	30	30	10.76	30
10.1979166667	30	30	10.27	30
10.2083333333	30	30	10.6	30
10.2187500000	30	30	10.76	30
10.2291666667	30	30	11.04	30
10.2395833333	30	30	10.94	30
10.2500000000	30	30	11.26	30
10.2604166667	30	30	11.5	30
10.2708333333	30	30	10.84	30
10.2812500000	30	30	10.87	30
10.2916666667	30	30	11.24	30
10.3020833333	30	30	11.42	30
10.3125000000	30	30	10.9	30
10.3229166667	30	30	11.03	30
10.3333333333	30	30	11.05	30
10.3437500000	30	30	10.9	30
10.3541666667	30	30	11.65	30
10.3645833333	30	30	11.38	30
10.3750000000	30	30	11.29	30
10.3854166667	30	30	15.02	30
10.3958333333	30	30	23.78	30
10.4062500000	30	30	25.08	30
10.4166666667	30	30	26.73	30
10.4270833333	30	30	30	30
10.4375000000	30	30	30	30
10.4479166667	30	30	30	30
10.4583333333	30	30	30	30
10.4687500000	30	30	30	30
10.4791666667	30	30	30	30
10.4895833333	30	30	30	30
10.5000000000	30	30	30	30
10.5104166667	30	30	30	30
10.5208333333	30	30	30	30
10.5312500000	30	30	30	30
10.5416666667	30	30	30	30
10.5520833333	30	30	30	30
10.5625000000	30	30	30	30
10.5729166667	30	30	30	30
10.5833333333	30	30	30	30
10.5937500000	30	30	30	30
10.6041666667	30	30	30	30
10.6145833333	30	30	30	30
10.6250000000	30	30	30	30
10.6354166667	30	30	30	30
10.6458333333	30	30	30	30
10.6562500000	30	30	30	30
10.6666666667	30	30	30	30
10.6770833333	30	30	30	30
10.6875000000	30	30	30	30
10.6979166667	30	30	30	30
10.7083333333	30	30	30	30
10.7187500000	30	30	30	30
10.7291666667	30	30	30	30
10.7395833333	30	30	30	30
10.7500000000	30	30	30	30
10.7604166667	30	30	30	30
10.7708333333	30	30	30	30
10.7812500000	30	30	30	30
10.7916666667	30	30	30	30
10.8020833333	30	30	30	30
10.8125000000	30	30	30	30
10.8229166667	30	30	30	30
10.8333333333	30	30	30	30
10.8437500000	30	30	30	30
10.8541666667	30	30	30	30
10.8645833333	30	30	30	30
10.8750000000	30	30	30	30
10.8854166667	30	30	30	30
10.8958333333	30	30	30	30
10.9062500000	30	30	30	30
10.9166666667	30	30	30	21.19
10.9270833333	30	30	30	16.79
10.9375000000	30	30	30	12.2
10.9479166667	30	30	30	13.02
10.9583333333	30	30	30	12.42
10.9687500000	30	30	30	11.98
10.9791666667	30	30	30	11.66
10.9895833333	30	30	30	11.29
11.0000000000	30	30	30	10.21
11.0104166667	30	30	30	10.2
11.0208333333	30	30	30	9.31
11.0312500000	30	30	30	9.18
11.0416666667	30	30	30	9.02
11.0520833333	30	30	30	8.73
11.0625000000	30	30	30	8.52
11.0729166667	30	30	30	8.24
11.0833333333	30	30	30	8.62
11.0937500000	30	30	30	8.8
11.1041666667	30	30	30	8.86
11.1145833333	30	30	30	8.43
11.1250000000	30	30	30	8.14
11.1354166667	30	30	30	7.96
11.1458333333	30	30	30	7.84
11.1562500000	30	30	30	7.71
11.1666666667	30	30	30	8.17
11.1770833333	30	30	30	8.08
11.1875000000	30	30	30	8.41
11.1979166667	30	30	30	9.18
11.2083333333	30	30	30	9
11.2187500000	30	30	30	9.66
11.2291666667	30	30	30	10.04
11.2395833333	30	30	30	10.26
11.2500000000	30	30	30	9.9
11.2604166667	30	30	30	10.15
11.2708333333	30	30	30	10.07
11.2812500000	30	30	30	10.46
11.2916666667	30	30	30	10.63
11.3020833333	30	30	30	11
11.3125000000	30	30	30	11.52
11.3229166667	30	30	30	12.13
11.3333333333	30	30	30	12.47
11.3437500000	30	30	30	12.73
11.3541666667	30	30	30	13.57
11.3645833333	30	30	30	14.28
11.3750000000	30	30	30	16.26
11.3854166667	30	30	30	16.74
11.3958333333	30	30	30	18.89
11.4062500000	30	30	30	20.4
11.4166666667	30	30	30	20.76
11.4270833333	30	30	30	21.78
11.4375000000	30	30	30	22.67
11.4479166667	30	30	30	23.61
11.4583333333	30	30	30	24.22
11.4687500000	30	30	30	24.82
11.4791666667	30	30	30	25.41
11.4895833333	30	30	30	25.64
11.5000000000	30	30	30	26.26
11.5104166667	30	30	30	27.1
11.5208333333	30	30	30	27.92
11.5312500000	30	30	30	28.92
11.5416666667	30	30	30	30
11.5520833333	30	30	30	30
11.5625000000	30	30	30	30
11.5729166667	30	30	30	30
11.5833333333	30	30	30	30
11.5937500000	30	30	30	30
11.6041666667	30	30	30	30
11.6145833333	30	30	30	30
11.6250000000	30	30	30	30
11.6354166667	30	30	30	30
11.6458333333	30	30	30	30
11.6562500000	30	30	30	30
11.6666666667	30	30	30	30
11.6770833333	30	30	30	30
11.6875000000	30	30	30	30
11.6979166667	30	30	30	30
11.7083333333	30	30	30	30
11.7187500000	30	30	30	30
11.7291666667	30	30	30	30
11.7395833333	30	30	30	30
11.7500000000	30	30	30	30
11.7604166667	30	30	30	30
11.7708333333	30	30	30	30
11.7812500000	30	30	30	30
11.7916666667	30	30	30	30
11.8020833333	30	30	30	30
11.8125000000	30	30	30	30
11.8229166667	30	30	30	30
11.8333333333	30	30	30	30
11.8437500000	30	30	30	30
11.8541666667	30	30	30	30
11.8645833333	30	30	30	30
11.8750000000	30	30	30	30
11.8854166667	30	30	30	30
11.8958333333	30	30	30	30
11.9062500000	30	30	30	30
11.9166666667	30	30	30	30
11.9270833333	30	30	30	30
11.9375000000	30	30	30	30
11.9479166667	30	30	30	30
11.9583333333	30	30	30	30
11.9687500000	30	30	30	30
11.9791666667	30	30	30	30
11.9895833333	30	30	30	30
12.0000000000	30	30	30	30
12.0104166667	30	30	30	30
12.0208333333	30	30	30	30
12.0312500000	30	30	30	30
12.0416666667	30	30	30	30
12.0520833333	30	30	30	30
12.0625000000	30	30	30	30
12.0729166667	30	30	30	30
12.0833333333	30	30	30	30
12.0937500000	30	30	30	30
12.1041666667	30	30	30	30
12.1145833333	30	30	30	30
12.1250000000	30	30	30	30
12.1354166667	30	30	30	30
12.1458333333	30	30	30	30
12.1562500000	30	30	30	30
12.1666666667	30	30	30	30
12.1770833333	30	30	30	30
12.1875000000	30	30	30	30
12.1979166667	30	30	30	30
12.2083333333	30	30	30	30
12.2187500000	30	30	30	30
12.2291666667	30	30	30	30
12.2395833333	30	30	30	30
12.2500000000	30	30	30	30
12.2604166667	30	30	30	30
12.2708333333	30	30	30	30
12.2812500000	30	30	30	30
12.2916666667	30	30	30	30
12.3020833333	30	30	30	30
12.3125000000	30	30	30	30
12.3229166667	30	30	30	30
12.3333333333	30	30	30	30
12.3437500000	30	30	30	30
12.3541666667	30	30	30	30
12.3645833333	30	30	30	30
12.3750000000	30	30	30	30
12.3854166667	30	30	30	30
12.3958333333	30	30	30	30
12.4062500000	30	30	30	30
12.4166666667	30	30	30	30
12.4270833333	30	30	30	30
12.4375000000	30	30	30	30
12.4479166667	30	30	30	30
12.4583333333	30	30	30	30
12.4687500000	30	30	30	30
12.4791666667	30	30	30	30
12.4895833333	30	30	30	30
12.5000000000	30	30	30	30
12.5104166667	30	30	30	30
12.5208333333	30	30	30	30
12.5312500000	30	30	30	30
12.5416666667	30	30	30	30
12.5520833333	30	30	30	30
12.5625000000	30	30	30	30
12.5729166667	30	30	30	30
12.5833333333	30	30	30	30
12.5937500000	30	30	30	30
12.6041666667	30	30	30	30
12.6145833333	30	30	30	30
12.6250000000	30	30	30	30
12.6354166667	30	30	30	30
12.6458333333	30	30	30	30
12.6562500000	30	30	30	30
12.6666666667	30	30	30	30
12.6770833333	30	30	30	30
12.6875000000	30	30	30	30
12.6979166667	30	30	30	30
12.7083333333	30	30	30	30
12.7187500000	30	30	30	30
12.7291666667	30	30	30	30
12.7395833333	30	30	30	30
12.7500000000	30	30	30	30
12.7604166667	30	30	30	30
12.7708333333	30	30	30	30
12.7812500000	30	30	30	30
12.7916666667	30	30	30	30
12.8020833333	30	30	30	30
12.8125000000	30	30	30	30
12.8229166667	30	30	30	30
12.8333333333	30	30	30	30
12.8437500000	30	30	30	30
12.8541666667	30	30	30	30
12.8645833333	30	30	30	30
12.8750000000	30	30	30	30
12.8854166667	30	30	30	30
12.8958333333	30	30	30	30
12.9062500000	30	30	30	30
12.9166666667	30	30	30	30
12.9270833333	30	30	30	30
12.9375000000	30	30	30	30
12.9479166667	30	30	30	30
12.9583333333	30	30	30	30
12.9687500000	30	30	30	30
12.9791666667	30	30	30	30
12.9895833333	30	30	30	30
13.0000000000	30	30	30	30
13.0104166667	30	30	30	30
13.0208333333	30	30	30	30
13.0312500000	30	30	30	30
13.0416666667	30	30	30	30
13.0520833333	30	30	30	30
13.0625000000	30	30	30	30
13.0729166667	30	30	30	30
13.0833333333	30	30	30	30
13.0937500000	30	30	30	30
13.1041666667	30	30	30	30
13.1145833333	30	30	30	30
13.1250000000	30	30	30	30
13.1354166667	30	30	30	30
13.1458333333	30	30	30	30
13.1562500000	30	30	30	30
13.1666666667	30	30	30	30
13.1770833333	30	30	30	30
13.1875000000	30	30	30	30
13.1979166667	30	30	30	30
13.2083333333	30	30	30	30
13.2187500000	30	30	30	30
13.2291666667	30	30	30	30
13.2395833333	30	30	30	30
13.2500000000	30	30	30	30
13.2604166667	30	30	30	30
13.2708333333	30	30	30	30
13.2812500000	30	30	30	30
13.2916666667	30	30	30	30
13.3020833333	30	30	30	30
13.3125000000	30	30	30	30
13.3229166667	30	30	30	30
13.3333333333	30	30	30	30
13.3437500000	30	30	30	30
13.3541666667	30	30	30	30
13.3645833333	30	30	30	30
13.3750000000	30	30	30	30
13.3854166667	30	30	30	30
13.3958333333	30	30	30	30
13.4062500000	30	30	30	30
13.4166666667	30	30	30	30
13.4270833333	30	30	30	30
13.4375000000	30	30	30	30
13.4479166667	30	30	30	30
13.4583333333	30	30	30	30
13.4687500000	30	30	30	30
13.4791666667	30	30	30	30
13.4895833333	30	30	30	30
13.5000000000	30	30	30	30
13.5104166667	30	30	30	30
13.5208333333	30	30	30	30
13.5312500000	30	30	30	30
13.5416666667	30	30	30	30
13.5520833333	30	30	30	30
13.5625000000	30	30	30	30
13.5729166667	30	30	30	30
13.5833333333	30	30	30	30
13.5937500000	30	30	30	30
13.6041666667	30	30	30	30
13.6145833333	30	30	30	30
13.6250000000	30	30	30	30
13.6354166667	30	30	30	30
13.6458333333	30	30	30	30
13.6562500000	30	30	30	30
13.6666666667	30	30	30	30
13.6770833333	30	30	30	30
13.6875000000	30	30	30	30
13.6979166667	30	30	30	30
13.7083333333	30	30	30	30
13.7187500000	30	30	30	30
13.7291666667	30	30	30	30
13.7395833333	30	30	30	30
13.7500000000	30	30	30	30
13.7604166667	30	30	30	30
13.7708333333	30	30	30	30
13.7812500000	30	30	30	30
13.7916666667	30	30	30	30
13.8020833333	30	30	30	30
13.8125000000	30	30	30	30
13.8229166667	30	30	30	30
13.8333333333	30	30	30	30
13.8437500000	30	30	30	30
13.8541666667	30	30	30	30
13.8645833333	30	30	30	30
13.8750000000	30	30	30	30
13.8854166667	30	30	30	30
13.8958333333	30	30	30	30
13.9062500000	30	30	30	30
13.9166666667	30	30	30	30
13.9270833333	30	30	30	30
13.9375000000	30	30	30	30
13.9479166667	30	30	30	30
13.9583333333	30	30	30	30
13.9687500000	30	30	30	30
13.9791666667	30	30	30	30
13.9895833333	30	30	30	30
14.0000000000	30	30	30	30
