#1				
double Inf_Snh(1346,5)  # t	steady	dry	rain	strm
6.3333333333	31.56	20.82	20.82	20.82
6.3437500000	31.56	21.17	21.17	21.17
6.3541666667	31.56	21.61	21.61	21.61
6.3645833333	31.56	22.14	22.14	22.14
6.3750000000	31.56	24.68	24.68	24.68
6.3854166667	31.56	29.66	29.66	29.66
6.3958333333	31.56	34.25	34.25	34.25
6.4062500000	31.56	37.94	37.94	37.94
6.4166666667	31.56	43.4	43.4	43.4
6.4270833333	31.56	46.61	46.61	46.61
6.4375000000	31.56	49.25	49.25	49.25
6.4479166667	31.56	50	50	50
6.4583333333	31.56	49.25	49.25	49.25
6.4687500000	31.56	45.74	45.74	45.74
6.4791666667	31.56	40.86	40.86	40.86
6.4895833333	31.56	39.03	39.03	39.03
6.5000000000	31.56	36.85	36.85	36.85
6.5104166667	31.56	34.25	34.25	34.25
6.5208333333	31.56	32.16	32.16	32.16
6.5312500000	31.56	30.78	30.78	30.78
6.5416666667	31.56	29.8	29.8	29.8
6.5520833333	31.56	29.24	29.24	29.24
6.5625000000	31.56	28.52	28.52	28.52
6.5729166667	31.56	27.96	27.96	27.96
6.5833333333	31.56	28.13	28.13	28.13
6.5937500000	31.56	27.55	27.55	27.55
6.6041666667	31.56	27.46	27.46	27.46
6.6145833333	31.56	26.46	26.46	26.46
6.6250000000	31.56	26.18	26.18	26.18
6.6354166667	31.56	26.29	26.29	26.29
6.6458333333	31.56	26.79	26.79	26.79
6.6562500000	31.56	27.29	27.29	27.29
6.6666666667	31.56	27.12	27.12	27.12
6.6770833333	31.56	27.42	27.42	27.42
6.6875000000	31.56	28.33	28.33	28.33
6.6979166667	31.56	28.28	28.28	28.28
6.7083333333	31.56	27.71	27.71	27.71
6.7187500000	31.56	26.69	26.69	26.69
6.7291666667	31.56	26.57	26.57	26.57
6.7395833333	31.56	26.62	26.62	26.62
6.7500000000	31.56	27.46	27.46	27.46
6.7604166667	31.56	28.33	28.33	28.33
6.7708333333	31.56	29.27	29.27	29.27
6.7812500000	31.56	30.63	30.63	30.63
6.7916666667	31.56	30.59	30.59	30.59
6.8020833333	31.56	28.16	28.16	28.16
6.8125000000	31.56	29.8	29.8	29.8
6.8229166667	31.56	29.82	29.82	29.82
6.8333333333	31.56	30.3	30.3	30.3
6.8437500000	31.56	32.13	32.13	32.13
6.8541666667	31.56	33.77	33.77	33.77
6.8645833333	31.56	34.3	34.3	34.3
6.8750000000	31.56	35.64	35.64	35.64
6.8854166667	31.56	36.06	36.06	36.06
6.8958333333	31.56	35.93	35.93	35.93
6.9062500000	31.56	35.45	35.45	35.45
6.9166666667	31.56	35.7	35.7	35.7
6.9270833333	31.56	35.63	35.63	35.63
6.9375000000	31.56	35.38	35.38	35.38
6.9479166667	31.56	34.94	34.94	34.94
6.9583333333	31.56	34.14	34.14	34.14
6.9687500000	31.56	32.7	32.7	32.7
6.9791666667	31.56	31.47	31.47	31.47
6.9895833333	31.56	30.68	30.68	30.68
7.0000000000	31.56	30.25	30.25	30.25
7.0104166667	31.56	30.21	30.21	30.21
7.0208333333	31.56	31.05	31.05	31.05
7.0312500000	31.56	31.67	31.67	31.67
7.0416666667	31.56	33.16	33.16	33.16
7.0520833333	31.56	35.12	35.12	35.12
7.0625000000	31.56	37.87	37.87	37.87
7.0729166667	31.56	37.87	37.87	37.87
7.0833333333	31.56	36.85	36.85	36.85
7.0937500000	31.56	36.47	36.47	36.47
7.1041666667	31.56	34.39	34.39	34.39
7.1145833333	31.56	34.68	34.68	34.68
7.1250000000	31.56	32.07	32.07	32.07
7.1354166667	31.56	29.9	29.9	29.9
7.1458333333	31.56	27.07	27.07	27.07
7.1562500000	31.56	24.7	24.7	24.7
7.1666666667	31.56	23.39	23.39	23.39
7.1770833333	31.56	22.2	22.2	22.2
7.1875000000	31.56	20.32	20.32	20.32
7.1979166667	31.56	20.54	20.54	20.54
7.2083333333	31.56	20.72	20.72	20.72
7.2187500000	31.56	20.75	20.75	20.75
7.2291666667	31.56	20.66	20.66	20.66
7.2395833333	31.56	20.61	20.61	20.61
7.2500000000	31.56	20.54	20.54	20.54
7.2604166667	31.56	20.44	20.44	20.44
7.2708333333	31.56	20.4	20.4	20.4
7.2812500000	31.56	20.16	20.16	20.16
7.2916666667	31.56	20.03	20.03	20.03
7.3020833333	31.56	20	20	20
7.3125000000	31.56	20.1	20.1	20.1
7.3229166667	31.56	20.4	20.4	20.4
7.3333333333	31.56	20.82	20.82	20.82
7.3437500000	31.56	21.17	21.17	21.17
7.3541666667	31.56	21.61	21.61	21.61
7.3645833333	31.56	22.14	22.14	22.14
7.3750000000	31.56	24.68	24.68	24.68
7.3854166667	31.56	29.66	29.66	29.66
7.3958333333	31.56	34.25	34.25	34.25
7.4062500000	31.56	37.94	37.94	37.94
7.4166666667	31.56	43.4	43.4	43.4
7.4270833333	31.56	46.61	46.61	46.61
7.4375000000	31.56	49.25	49.25	49.25
7.4479166667	31.56	50	50	50
7.4583333333	31.56	49.25	49.25	49.25
7.4687500000	31.56	45.74	45.74	45.74
7.4791666667	31.56	40.86	40.86	40.86
7.4895833333	31.56	39.03	39.03	39.03
7.5000000000	31.56	36.85	36.85	36.85
7.5104166667	31.56	34.25	34.25	34.25
7.5208333333	31.56	32.16	32.16	32.16
7.5312500000	31.56	30.78	30.78	30.78
7.5416666667	31.56	29.8	29.8	29.8
7.5520833333	31.56	29.24	29.24	29.24
7.5625000000	31.56	28.52	28.52	28.52
7.5729166667	31.56	27.96	27.96	27.96
7.5833333333	31.56	28.13	28.13	28.13
7.5937500000	31.56	27.55	27.55	27.55
7.6041666667	31.56	27.46	27.46	27.46
7.6145833333	31.56	26.46	26.46	26.46
7.6250000000	31.56	26.18	26.18	26.18
7.6354166667	31.56	26.29	26.29	26.29
7.6458333333	31.56	26.79	26.79	26.79
7.6562500000	31.56	27.29	27.29	27.29
7.6666666667	31.56	27.12	27.12	27.12
7.6770833333	31.56	27.42	27.42	27.42
7.6875000000	31.56	28.33	28.33	28.33
7.6979166667	31.56	28.28	28.28	28.28
7.7083333333	31.56	27.71	27.71	27.71
7.7187500000	31.56	26.69	26.69	26.69
7.7291666667	31.56	26.57	26.57	26.57
7.7395833333	31.56	26.62	26.62	26.62
7.7500000000	31.56	27.46	27.46	27.46
7.7604166667	31.56	28.33	28.33	28.33
7.7708333333	31.56	29.27	29.27	29.27
7.7812500000	31.56	30.63	30.63	30.63
7.7916666667	31.56	30.59	30.59	30.59
7.8020833333	31.56	28.16	28.16	28.16
7.8125000000	31.56	29.8	29.8	29.8
7.8229166667	31.56	29.82	29.82	29.82
7.8333333333	31.56	30.3	30.3	30.3
7.8437500000	31.56	32.13	32.13	32.13
7.8541666667	31.56	33.77	33.77	33.77
7.8645833333	31.56	34.3	34.3	34.3
7.8750000000	31.56	35.64	35.64	35.64
7.8854166667	31.56	36.06	36.06	36.06
7.8958333333	31.56	35.93	35.93	35.93
7.9062500000	31.56	35.45	35.45	35.45
7.9166666667	31.56	35.7	35.7	35.7
7.9270833333	31.56	35.63	35.63	35.63
7.9375000000	31.56	35.38	35.38	35.38
7.9479166667	31.56	34.94	34.94	34.94
7.9583333333	31.56	34.14	34.14	34.14
7.9687500000	31.56	32.7	32.7	32.7
7.9791666667	31.56	31.47	31.47	31.47
7.9895833333	31.56	30.68	30.68	30.68
8.0000000000	31.56	30.25	30.25	30.25
8.0104166667	31.56	30.21	30.21	30.21
8.0208333333	31.56	31.05	31.05	31.05
8.0312500000	31.56	31.67	31.67	31.67
8.0416666667	31.56	33.16	33.16	33.16
8.0520833333	31.56	35.12	35.12	35.12
8.0625000000	31.56	37.87	37.87	37.87
8.0729166667	31.56	37.87	37.87	37.87
8.0833333333	31.56	36.85	36.85	36.85
8.0937500000	31.56	36.47	36.47	36.47
8.1041666667	31.56	34.39	34.39	34.39
8.1145833333	31.56	34.68	34.68	34.68
8.1250000000	31.56	32.07	32.07	32.07
8.1354166667	31.56	29.9	29.9	29.9
8.1458333333	31.56	27.07	27.07	27.07
8.1562500000	31.56	24.7	24.7	24.7
8.1666666667	31.56	23.39	23.39	23.39
8.1770833333	31.56	22.2	22.2	22.2
8.1875000000	31.56	20.32	20.32	20.32
8.1979166667	31.56	20.54	20.54	20.54
8.2083333333	31.56	20.72	20.72	20.72
8.2187500000	31.56	20.75	20.75	20.75
8.2291666667	31.56	20.66	20.66	20.66
8.2395833333	31.56	20.61	20.61	20.61
8.2500000000	31.56	20.54	20.54	20.54
8.2604166667	31.56	20.44	20.44	20.44
8.2708333333	31.56	20.4	20.4	20.4
8.2812500000	31.56	20.16	20.16	20.16
8.2916666667	31.56	20.03	20.03	20.03
8.3020833333	31.56	20	20	20
8.3125000000	31.56	20.1	20.1	20.1
8.3229166667	31.56	20.4	20.4	20.4
8.3333333333	31.56	20.82	20.82	20.82
8.3437500000	31.56	21.17	21.17	21.17
8.3541666667	31.56	21.61	21.61	21.61
8.3645833333	31.56	22.14	22.14	22.14
8.3750000000	31.56	24.68	14.91	24.68
8.3854166667	31.56	29.66	16.22	29.66
8.3958333333	31.56	34.25	21.87	34.25
8.4062500000	31.56	37.94	20.57	37.94
8.4166666667	31.56	43.4	24	43.4
8.4270833333	31.56	46.61	26.88	46.61
8.4375000000	31.56	49.25	29.35	49.25
8.4479166667	31.56	50	30.72	50
8.4583333333	31.56	49.25	30.35	49.25
8.4687500000	31.56	45.74	28.12	45.74
8.4791666667	31.56	40.86	25.12	40.86
8.4895833333	31.56	39.03	23.94	39.03
8.5000000000	31.56	36.85	22.38	36.85
8.5104166667	31.56	34.25	19.69	34.25
8.5208333333	31.56	32.16	18.13	32.16
8.5312500000	31.56	30.78	17.15	30.78
8.5416666667	31.56	29.8	16.49	29.8
8.5520833333	31.56	29.24	16.08	29.24
8.5625000000	31.56	28.52	15.18	28.52
8.5729166667	31.56	27.96	15.52	27.96
8.5833333333	31.56	28.13	15.37	28.13
8.5937500000	31.56	27.55	14.83	27.55
8.6041666667	31.56	27.46	14.46	27.46
8.6145833333	31.56	26.46	13.82	26.46
8.6250000000	31.56	26.18	13.67	26.18
8.6354166667	31.56	26.29	13.54	26.29
8.6458333333	31.56	26.79	13.87	26.79
8.6562500000	31.56	27.29	13.92	27.29
8.6666666667	31.56	27.12	13.72	27.12
8.6770833333	31.56	27.42	13.72	27.42
8.6875000000	31.56	28.33	13.93	28.33
8.6979166667	31.56	28.28	13.75	28.28
8.7083333333	31.56	27.71	13.32	27.71
8.7187500000	31.56	26.69	12.76	26.69
8.7291666667	31.56	26.57	12.67	26.57
8.7395833333	31.56	26.62	13.01	26.62
8.7500000000	31.56	27.46	14.54	27.46
8.7604166667	31.56	28.33	14.71	28.33
8.7708333333	31.56	29.27	15.41	29.27
8.7812500000	31.56	30.63	15.75	30.63
8.7916666667	31.56	30.59	15.24	30.59
8.8020833333	31.56	28.16	13.12	28.16
8.8125000000	31.56	29.8	14.25	19.45
8.8229166667	31.56	29.82	15.63	16.96
8.8333333333	31.56	30.3	16.33	14.35
8.8437500000	31.56	32.13	17.28	12.46
8.8541666667	31.56	33.77	18.78	14.1
8.8645833333	31.56	34.3	17.79	12.32
8.8750000000	31.56	35.64	17.51	11.48
8.8854166667	31.56	36.06	18.55	12.74
8.8958333333	31.56	35.93	20.51	18.7
8.9062500000	31.56	35.45	19.42	20.37
8.9166666667	31.56	35.7	19.43	25.62
8.9270833333	31.56	35.63	19.56	35.63
8.9375000000	31.56	35.38	18.34	35.38
8.9479166667	31.56	34.94	20.07	34.94
8.9583333333	31.56	34.14	19.2	34.14
8.9687500000	31.56	32.7	18.1	32.7
8.9791666667	31.56	31.47	17.19	31.47
8.9895833333	31.56	30.68	16.51	30.68
9.0000000000	31.56	30.25	15.5	30.25
9.0104166667	31.56	30.21	15.48	30.21
9.0208333333	31.56	31.05	15.17	31.05
9.0312500000	31.56	31.67	15.37	31.67
9.0416666667	31.56	33.16	15.94	33.16
9.0520833333	31.56	35.12	16.58	35.12
9.0625000000	31.56	37.87	17.64	37.87
9.0729166667	31.56	37.87	17.32	37.87
9.0833333333	31.56	36.85	16.44	36.85
9.0937500000	31.56	36.47	16.33	36.47
9.1041666667	31.56	34.39	15.26	34.39
9.1145833333	31.56	34.68	14.57	34.68
9.1250000000	31.56	32.07	12.88	32.07
9.1354166667	31.56	29.9	11.59	29.9
9.1458333333	31.56	27.07	10.18	27.07
9.1562500000	31.56	24.7	8.99	24.7
9.1666666667	31.56	23.39	8.81	23.39
9.1770833333	31.56	22.2	8.13	22.2
9.1875000000	31.56	20.32	7.57	20.32
9.1979166667	31.56	20.54	8.13	20.54
9.2083333333	31.56	20.72	7.9	20.72
9.2187500000	31.56	20.75	8.28	20.75
9.2291666667	31.56	20.66	8.37	20.66
9.2395833333	31.56	20.61	8.34	20.61
9.2500000000	31.56	20.54	7.85	20.54
9.2604166667	31.56	20.44	7.83	20.44
9.2708333333	31.56	20.4	7.56	20.4
9.2812500000	31.56	20.16	7.56	20.16
9.2916666667	31.56	20.03	7.43	20.03
9.3020833333	31.56	20	7.48	20
9.3125000000	31.56	20.1	7.66	20.1
9.3229166667	31.56	20.4	7.97	20.4
9.3333333333	31.56	20.82	8.13	20.82
9.3437500000	31.56	21.17	8.18	21.17
9.3541666667	31.56	21.61	8.67	21.61
9.3645833333	31.56	22.14	9.1	22.14
9.3750000000	31.56	24.68	11.42	24.68
9.3854166667	31.56	29.66	13.73	29.66
9.3958333333	31.56	34.25	17.86	34.25
9.4062500000	31.56	37.94	21.23	37.94
9.4166666667	31.56	43.4	24.01	43.4
9.4270833333	31.56	46.61	26.71	46.61
9.4375000000	31.56	49.25	28.95	49.25
9.4479166667	31.56	50	30.28	50
9.4583333333	31.56	49.25	29.94	49.25
9.4687500000	31.56	45.74	27.81	45.74
9.4791666667	31.56	40.86	24.74	40.86
9.4895833333	31.56	39.03	22.46	39.03
9.5000000000	31.56	36.85	20.76	36.85
9.5104166667	31.56	34.25	19.3	34.25
9.5208333333	31.56	32.16	17.79	32.16
9.5312500000	31.56	30.78	17	30.78
9.5416666667	31.56	29.8	15.52	29.8
9.5520833333	31.56	29.24	16.44	29.24
9.5625000000	31.56	28.52	15.86	28.52
9.5729166667	31.56	27.96	15.12	27.96
9.5833333333	31.56	28.13	14.95	28.13
9.5937500000	31.56	27.55	13.78	27.55
9.6041666667	31.56	27.46	13.11	27.46
9.6145833333	31.56	26.46	14.57	26.46
9.6250000000	31.56	26.18	13.82	26.18
9.6354166667	31.56	26.29	13.39	26.29
9.6458333333	31.56	26.79	13.98	26.79
9.6562500000	31.56	27.29	12.85	27.29
9.6666666667	31.56	27.12	12.48	27.12
9.6770833333	31.56	27.42	13.27	27.42
9.6875000000	31.56	28.33	13.69	28.33
9.6979166667	31.56	28.28	13.82	28.28
9.7083333333	31.56	27.71	13.33	27.71
9.7187500000	31.56	26.69	12.65	26.69
9.7291666667	31.56	26.57	12.5	26.57
9.7395833333	31.56	26.62	12.65	26.62
9.7500000000	31.56	27.46	13.09	27.46
9.7604166667	31.56	28.33	13.5	28.33
9.7708333333	31.56	29.27	13.94	29.27
9.7812500000	31.56	30.63	16.19	30.63
9.7916666667	31.56	30.59	15.97	30.59
9.8020833333	31.56	28.16	14.55	28.16
9.8125000000	31.56	29.8	15.55	29.8
9.8229166667	31.56	29.82	14.29	29.82
9.8333333333	31.56	30.3	15.19	30.3
9.8437500000	31.56	32.13	17.32	32.13
9.8541666667	31.56	33.77	17.63	33.77
9.8645833333	31.56	34.3	18.02	34.3
9.8750000000	31.56	35.64	18.32	35.64
9.8854166667	31.56	36.06	17.37	36.06
9.8958333333	31.56	35.93	20.08	35.93
9.9062500000	31.56	35.45	19.09	35.45
9.9166666667	31.56	35.7	18.85	35.7
9.9270833333	31.56	35.63	18.55	35.63
9.9375000000	31.56	35.38	16.3	35.38
9.9479166667	31.56	34.94	19.4	34.94
9.9583333333	31.56	34.14	18.09	34.14
9.9687500000	31.56	32.7	17.61	32.7
9.9791666667	31.56	31.47	16.39	31.47
9.9895833333	31.56	30.68	15.12	30.68
10.0000000000	31.56	30.25	14.29	30.25
10.0104166667	31.56	30.21	14.38	30.21
10.0208333333	31.56	31.05	14.94	31.05
10.0312500000	31.56	31.67	16.84	31.67
10.0416666667	31.56	33.16	17.13	33.16
10.0520833333	31.56	35.12	18.63	35.12
10.0625000000	31.56	37.87	20.03	37.87
10.0729166667	31.56	37.87	16.13	37.87
10.0833333333	31.56	36.85	15.81	36.85
10.0937500000	31.56	36.47	15.66	36.47
10.1041666667	31.56	34.39	14.45	34.39
10.1145833333	31.56	34.68	14.31	34.68
10.1250000000	31.56	32.07	12.24	32.07
10.1354166667	31.56	29.9	11.41	29.9
10.1458333333	31.56	27.07	9.76	27.07
10.1562500000	31.56	24.7	8.76	24.7
10.1666666667	31.56	23.39	8.03	23.39
10.1770833333	31.56	22.2	7.4	22.2
10.1875000000	31.56	20.32	7.29	20.32
10.1979166667	31.56	20.54	7.03	20.54
10.2083333333	31.56	20.72	7.32	20.72
10.2187500000	31.56	20.75	7.44	20.75
10.2291666667	31.56	20.66	7.6	20.66
10.2395833333	31.56	20.61	7.52	20.61
10.2500000000	31.56	20.54	7.71	20.54
10.2604166667	31.56	20.44	7.84	20.44
10.2708333333	31.56	20.4	7.38	20.4
10.2812500000	31.56	20.16	7.31	20.16
10.2916666667	31.56	20.03	7.5	20.03
10.3020833333	31.56	20	7.62	20
10.3125000000	31.56	20.1	7.31	20.1
10.3229166667	31.56	20.4	7.5	20.4
10.3333333333	31.56	20.82	7.67	20.82
10.3437500000	31.56	21.17	7.69	21.17
10.3541666667	31.56	21.61	8.4	21.61
10.3645833333	31.56	22.14	8.4	22.14
10.3750000000	31.56	24.68	9.29	24.68
10.3854166667	31.56	29.66	14.85	29.66
10.3958333333	31.56	34.25	27.14	34.25
10.4062500000	31.56	37.94	31.72	37.94
10.4166666667	31.56	43.4	38.67	43.4
10.4270833333	31.56	46.61	46.61	46.61
10.4375000000	31.56	49.25	49.25	49.25
10.4479166667	31.56	50	50	50
10.4583333333	31.56	49.25	49.25	49.25
10.4687500000	31.56	45.74	45.74	45.74
10.4791666667	31.56	40.86	40.86	40.86
10.4895833333	31.56	39.03	39.03	39.03
10.5000000000	31.56	36.85	36.85	36.85
10.5104166667	31.56	34.25	34.25	34.25
10.5208333333	31.56	32.16	32.16	32.16
10.5312500000	31.56	30.78	30.78	30.78
10.5416666667	31.56	29.8	29.8	29.8
10.5520833333	31.56	29.24	29.24	29.24
10.5625000000	31.56	28.52	28.52	28.52
10.5729166667	31.56	27.96	27.96	27.96
10.5833333333	31.56	28.13	28.13	28.13
10.5937500000	31.56	27.55	27.55	27.55
10.6041666667	31.56	27.46	27.46	27.46
10.6145833333	31.56	26.46	26.46	26.46
10.6250000000	31.56	26.18	26.18	26.18
10.6354166667	31.56	26.29	26.29	26.29
10.6458333333	31.56	26.79	26.79	26.79
10.6562500000	31.56	27.29	27.29	27.29
10.6666666667	31.56	27.12	27.12	27.12
10.6770833333	31.56	27.42	27.42	27.42
10.6875000000	31.56	28.33	28.33	28.33
10.6979166667	31.56	28.28	28.28	28.28
10.7083333333	31.56	27.71	27.71	27.71
10.7187500000	31.56	26.69	26.69	26.69
10.7291666667	31.56	26.57	26.57	26.57
10.7395833333	31.56	26.62	26.62	26.62
10.7500000000	31.56	27.46	27.46	27.46
10.7604166667	31.56	28.33	28.33	28.33
10.7708333333	31.56	29.27	29.27	29.27
10.7812500000	31.56	30.63	30.63	30.63
10.7916666667	31.56	30.59	30.59	30.59
10.8020833333	31.56	28.16	28.16	28.16
10.8125000000	31.56	29.8	29.8	29.8
10.8229166667	31.56	29.82	29.82	29.82
10.8333333333	31.56	30.3	30.3	30.3
10.8437500000	31.56	32.13	32.13	32.13
10.8541666667	31.56	33.77	33.77	33.77
10.8645833333	31.56	34.3	34.3	34.3
10.8750000000	31.56	35.64	35.64	35.64
10.8854166667	31.56	36.06	36.06	36.06
10.8958333333	31.56	35.93	35.93	35.93
10.9062500000	31.56	35.45	35.45	35.45
10.9166666667	31.56	35.7	35.7	25.22
10.9270833333	31.56	35.63	35.63	19.94
10.9375000000	31.56	35.38	35.38	14.38
10.9479166667	31.56	34.94	34.94	15.17
10.9583333333	31.56	34.14	34.14	14.13
10.9687500000	31.56	32.7	32.7	13.06
10.9791666667	31.56	31.47	31.47	12.22
10.9895833333	31.56	30.68	30.68	11.54
11.0000000000	31.56	30.25	30.25	10.29
11.0104166667	31.56	30.21	30.21	10.28
11.0208333333	31.56	31.05	31.05	9.63
11.0312500000	31.56	31.67	31.67	9.69
11.0416666667	31.56	33.16	33.16	9.97
11.0520833333	31.56	35.12	35.12	10.21
11.0625000000	31.56	37.87	37.87	10.75
11.0729166667	31.56	37.87	37.87	10.4
11.0833333333	31.56	36.85	36.85	10.59
11.0937500000	31.56	36.47	36.47	10.7
11.1041666667	31.56	34.39	34.39	10.15
11.1145833333	31.56	34.68	34.68	9.75
11.1250000000	31.56	32.07	32.07	8.7
11.1354166667	31.56	29.9	29.9	7.93
11.1458333333	31.56	27.07	27.07	7.07
11.1562500000	31.56	24.7	24.7	6.35
11.1666666667	31.56	23.39	23.39	6.37
11.1770833333	31.56	22.2	22.2	5.98
11.1875000000	31.56	20.32	20.32	5.69
11.1979166667	31.56	20.54	20.54	6.28
11.2083333333	31.56	20.72	20.72	6.22
11.2187500000	31.56	20.75	20.75	6.68
11.2291666667	31.56	20.66	20.66	6.92
11.2395833333	31.56	20.61	20.61	7.05
11.2500000000	31.56	20.54	20.54	6.78
11.2604166667	31.56	20.44	20.44	6.92
11.2708333333	31.56	20.4	20.4	6.85
11.2812500000	31.56	20.16	20.16	7.03
11.2916666667	31.56	20.03	20.03	7.1
11.3020833333	31.56	20	20	7.34
11.3125000000	31.56	20.1	20.1	7.72
11.3229166667	31.56	20.4	20.4	8.25
11.3333333333	31.56	20.82	20.82	8.65
11.3437500000	31.56	21.17	21.17	8.99
11.3541666667	31.56	21.61	21.61	9.78
11.3645833333	31.56	22.14	22.14	10.54
11.3750000000	31.56	24.68	24.68	13.38
11.3854166667	31.56	29.66	29.66	16.55
11.3958333333	31.56	34.25	34.25	21.56
11.4062500000	31.56	37.94	37.94	25.8
11.4166666667	31.56	43.4	43.4	30.03
11.4270833333	31.56	46.61	46.61	33.84
11.4375000000	31.56	49.25	49.25	37.21
11.4479166667	31.56	50	50	39.35
11.4583333333	31.56	49.25	49.25	39.77
11.4687500000	31.56	45.74	45.74	37.85
11.4791666667	31.56	40.86	40.86	34.61
11.4895833333	31.56	39.03	39.03	33.36
11.5000000000	31.56	36.85	36.85	32.25
11.5104166667	31.56	34.25	34.25	30.94
11.5208333333	31.56	32.16	32.16	29.94
11.5312500000	31.56	30.78	30.78	29.67
11.5416666667	31.56	29.8	29.8	29.8
11.5520833333	31.56	29.24	29.24	29.24
11.5625000000	31.56	28.52	28.52	28.52
11.5729166667	31.56	27.96	27.96	27.96
11.5833333333	31.56	28.13	28.13	28.13
11.5937500000	31.56	27.55	27.55	27.55
11.6041666667	31.56	27.46	27.46	27.46
11.6145833333	31.56	26.46	26.46	26.46
11.6250000000	31.56	26.18	26.18	26.18
11.6354166667	31.56	26.29	26.29	26.29
11.6458333333	31.56	26.79	26.79	26.79
11.6562500000	31.56	27.29	27.29	27.29
11.6666666667	31.56	27.12	27.12	27.12
11.6770833333	31.56	27.42	27.42	27.42
11.6875000000	31.56	28.33	28.33	28.33
11.6979166667	31.56	28.28	28.28	28.28
11.7083333333	31.56	27.71	27.71	27.71
11.7187500000	31.56	26.69	26.69	26.69
11.7291666667	31.56	26.57	26.57	26.57
11.7395833333	31.56	26.62	26.62	26.62
11.7500000000	31.56	27.46	27.46	27.46
11.7604166667	31.56	28.33	28.33	28.33
11.7708333333	31.56	29.27	29.27	29.27
11.7812500000	31.56	30.63	30.63	30.63
11.7916666667	31.56	30.59	30.59	30.59
11.8020833333	31.56	28.16	28.16	28.16
11.8125000000	31.56	29.8	29.8	29.8
11.8229166667	31.56	29.82	29.82	29.82
11.8333333333	31.56	30.3	30.3	30.3
11.8437500000	31.56	32.13	32.13	32.13
11.8541666667	31.56	33.77	33.77	33.77
11.8645833333	31.56	34.3	34.3	34.3
11.8750000000	31.56	35.64	35.64	35.64
11.8854166667	31.56	36.06	36.06	36.06
11.8958333333	31.56	35.93	35.93	35.93
11.9062500000	31.56	35.45	35.45	35.45
11.9166666667	31.56	35.7	35.7	35.7
11.9270833333	31.56	35.63	35.63	35.63
11.9375000000	31.56	35.38	35.38	35.38
11.9479166667	31.56	34.94	34.94	34.94
11.9583333333	31.56	34.14	34.14	34.14
11.9687500000	31.56	32.7	32.7	32.7
11.9791666667	31.56	31.47	31.47	31.47
11.9895833333	31.56	30.68	30.68	30.68
12.0000000000	31.56	30.25	30.25	30.25
12.0104166667	31.56	30.21	30.21	30.21
12.0208333333	31.56	31.05	31.05	31.05
12.0312500000	31.56	31.67	31.67	31.67
12.0416666667	31.56	33.16	33.16	33.16
12.0520833333	31.56	35.12	35.12	35.12
12.0625000000	31.56	37.87	37.87	37.87
12.0729166667	31.56	37.87	37.87	37.87
12.0833333333	31.56	36.85	36.85	36.85
12.0937500000	31.56	36.47	36.47	36.47
12.1041666667	31.56	34.39	34.39	34.39
12.1145833333	31.56	34.68	34.68	34.68
12.1250000000	31.56	32.07	32.07	32.07
12.1354166667	31.56	29.9	29.9	29.9
12.1458333333	31.56	27.07	27.07	27.07
12.1562500000	31.56	24.7	24.7	24.7
12.1666666667	31.56	23.39	23.39	23.39
12.1770833333	31.56	22.2	22.2	22.2
12.1875000000	31.56	20.32	20.32	20.32
12.1979166667	31.56	20.54	20.54	20.54
12.2083333333	31.56	20.72	20.72	20.72
12.2187500000	31.56	20.75	20.75	20.75
12.2291666667	31.56	20.66	20.66	20.66
12.2395833333	31.56	20.61	20.61	20.61
12.2500000000	31.56	20.54	20.54	20.54
12.2604166667	31.56	20.44	20.44	20.44
12.2708333333	31.56	20.4	20.4	20.4
12.2812500000	31.56	20.16	20.16	20.16
12.2916666667	31.56	20.03	20.03	20.03
12.3020833333	31.56	20	20	20
12.3125000000	31.56	20.1	20.1	20.1
12.3229166667	31.56	20.4	20.4	20.4
12.3333333333	31.56	20.82	20.82	20.82
12.3437500000	31.56	21.17	21.17	21.17
12.3541666667	31.56	21.61	21.61	21.61
12.3645833333	31.56	22.14	22.14	22.14
12.3750000000	31.56	24.68	24.68	24.68
12.3854166667	31.56	29.66	29.66	29.66
12.3958333333	31.56	34.25	34.25	34.25
12.4062500000	31.56	37.94	37.94	37.94
12.4166666667	31.56	43.4	43.4	43.4
12.4270833333	31.56	46.61	46.61	46.61
12.4375000000	31.56	49.25	49.25	49.25
12.4479166667	31.56	50	50	50
12.4583333333	31.56	49.25	49.25	49.25
12.4687500000	31.56	45.74	45.74	45.74
12.4791666667	31.56	40.86	40.86	40.86
12.4895833333	31.56	39.03	39.03	39.03
12.5000000000	31.56	36.85	36.85	36.85
12.5104166667	31.56	34.25	34.25	34.25
12.5208333333	31.56	32.16	32.16	32.16
12.5312500000	31.56	30.78	30.78	30.78
12.5416666667	31.56	29.8	29.8	29.8
12.5520833333	31.56	29.24	29.24	29.24
12.5625000000	31.56	28.52	28.52	28.52
12.5729166667	31.56	27.96	27.96	27.96
12.5833333333	31.56	28.13	28.13	28.13
12.5937500000	31.56	27.55	27.55	27.55
12.6041666667	31.56	27.46	27.46	27.46
12.6145833333	31.56	26.46	26.46	26.46
12.6250000000	31.56	26.18	26.18	26.18
12.6354166667	31.56	26.29	26.29	26.29
12.6458333333	31.56	26.79	26.79	26.79
12.6562500000	31.56	27.29	27.29	27.29
12.6666666667	31.56	27.12	27.12	27.12
12.6770833333	31.56	27.42	27.42	27.42
