#1				
double Inf_Xs(1346,5)  # t	steady	dry	rain	strm
6.3125000000	202.32	112.9	112.9	112.9
6.3229166667	202.32	112.31	112.31	112.31
6.3333333333	202.32	111.94	111.94	111.94
6.3437500000	202.32	111.48	111.48	111.48
6.3541666667	202.32	111.82	111.82	111.82
6.3645833333	202.32	112.4	112.4	112.4
6.3750000000	202.32	112.55	112.55	112.55
6.3854166667	202.32	114.49	114.49	114.49
6.3958333333	202.32	121.46	121.46	121.46
6.4062500000	202.32	131.53	131.53	131.53
6.4166666667	202.32	141.21	141.21	141.21
6.4270833333	202.32	151.38	151.38	151.38
6.4375000000	202.32	162.7	162.7	162.7
6.4479166667	202.32	174.77	174.77	174.77
6.4583333333	202.32	187.01	187.01	187.01
6.4687500000	202.32	197.57	197.57	197.57
6.4791666667	202.32	206.23	206.23	206.23
6.4895833333	202.32	213.42	213.42	213.42
6.5000000000	202.32	219.1	219.1	219.1
6.5104166667	202.32	222.52	222.52	222.52
6.5208333333	202.32	221.52	221.52	221.52
6.5312500000	202.32	219.69	219.69	219.69
6.5416666667	202.32	217.64	217.64	217.64
6.5520833333	202.32	215.61	215.61	215.61
6.5625000000	202.32	213.22	213.22	213.22
6.5729166667	202.32	210.49	210.49	210.49
6.5833333333	202.32	209.94	209.94	209.94
6.5937500000	202.32	208.43	208.43	208.43
6.6041666667	202.32	206.18	206.18	206.18
6.6145833333	202.32	203.33	203.33	203.33
6.6250000000	202.32	200.72	200.72	200.72
6.6354166667	202.32	198.33	198.33	198.33
6.6458333333	202.32	195.91	195.91	195.91
6.6562500000	202.32	193.85	193.85	193.85
6.6666666667	202.32	191.44	191.44	191.44
6.6770833333	202.32	188.99	188.99	188.99
6.6875000000	202.32	186.33	186.33	186.33
6.6979166667	202.32	183.41	183.41	183.41
6.7083333333	202.32	180.53	180.53	180.53
6.7187500000	202.32	177.74	177.74	177.74
6.7291666667	202.32	175.24	175.24	175.24
6.7395833333	202.32	173.47	173.47	173.47
6.7500000000	202.32	173.98	173.98	173.98
6.7604166667	202.32	176.34	176.34	176.34
6.7708333333	202.32	177.77	177.77	177.77
6.7812500000	202.32	179.03	179.03	179.03
6.7916666667	202.32	178.81	178.81	178.81
6.8020833333	202.32	176.69	176.69	176.69
6.8125000000	202.32	173.73	173.73	173.73
6.8229166667	202.32	173.61	173.61	173.61
6.8333333333	202.32	176.53	176.53	176.53
6.8437500000	202.32	179.75	179.75	179.75
6.8541666667	202.32	182.88	182.88	182.88
6.8645833333	202.32	185.71	185.71	185.71
6.8750000000	202.32	184.48	184.48	184.48
6.8854166667	202.32	182.74	182.74	182.74
6.8958333333	202.32	184.67	184.67	184.67
6.9062500000	202.32	189.6	189.6	189.6
6.9166666667	202.32	191.55	191.55	191.55
6.9270833333	202.32	193.11	193.11	193.11
6.9375000000	202.32	193.89	193.89	193.89
6.9479166667	202.32	194.03	194.03	194.03
6.9583333333	202.32	198.28	198.28	198.28
6.9687500000	202.32	200.32	200.32	200.32
6.9791666667	202.32	201.08	201.08	201.08
6.9895833333	202.32	200.96	200.96	200.96
7.0000000000	202.32	224.35	224.35	224.35
7.0104166667	202.32	224.32	224.32	224.32
7.0208333333	202.32	224.37	224.37	224.37
7.0312500000	202.32	220.97	220.97	220.97
7.0416666667	202.32	217.74	217.74	217.74
7.0520833333	202.32	214.34	214.34	214.34
7.0625000000	202.32	219.93	219.93	219.93
7.0729166667	202.32	213.29	213.29	213.29
7.0833333333	202.32	207.12	207.12	207.12
7.0937500000	202.32	201.06	201.06	201.06
7.1041666667	202.32	196.11	196.11	196.11
7.1145833333	202.32	190.7	190.7	190.7
7.1250000000	202.32	183.22	183.22	183.22
7.1354166667	202.32	174.89	174.89	174.89
7.1458333333	202.32	166.42	166.42	166.42
7.1562500000	202.32	157.98	157.98	157.98
7.1666666667	202.32	150.77	150.77	150.77
7.1770833333	202.32	144.79	144.79	144.79
7.1875000000	202.32	139.34	139.34	139.34
7.1979166667	202.32	136.22	136.22	136.22
7.2083333333	202.32	133.83	133.83	133.83
7.2187500000	202.32	131.84	131.84	131.84
7.2291666667	202.32	131.33	131.33	131.33
7.2395833333	202.32	131.11	131.11	131.11
7.2500000000	202.32	129.63	129.63	129.63
7.2604166667	202.32	127.22	127.22	127.22
7.2708333333	202.32	124.57	124.57	124.57
7.2812500000	202.32	122.01	122.01	122.01
7.2916666667	202.32	119.83	119.83	119.83
7.3020833333	202.32	117.94	117.94	117.94
7.3125000000	202.32	116.84	116.84	116.84
7.3229166667	202.32	116.72	116.72	116.72
7.3333333333	202.32	116.98	116.98	116.98
7.3437500000	202.32	116.91	116.91	116.91
7.3541666667	202.32	117.56	117.56	117.56
7.3645833333	202.32	119.38	119.38	119.38
7.3750000000	202.32	121.59	121.59	121.59
7.3854166667	202.32	129.57	129.57	129.57
7.3958333333	202.32	139.29	139.29	139.29
7.4062500000	202.32	153.94	153.94	153.94
7.4166666667	202.32	171.09	171.09	171.09
7.4270833333	202.32	185.28	185.28	185.28
7.4375000000	202.32	200.68	200.68	200.68
7.4479166667	202.32	214.33	214.33	214.33
7.4583333333	202.32	230.08	230.08	230.08
7.4687500000	202.32	243.93	243.93	243.93
7.4791666667	202.32	255.77	255.77	255.77
7.4895833333	202.32	269.73	269.73	269.73
7.5000000000	202.32	273.19	273.19	273.19
7.5104166667	202.32	271.84	271.84	271.84
7.5208333333	202.32	271.76	271.76	271.76
7.5312500000	202.32	271.04	271.04	271.04
7.5416666667	202.32	271.54	271.54	271.54
7.5520833333	202.32	263.67	263.67	263.67
7.5625000000	202.32	266.45	266.45	266.45
7.5729166667	202.32	267.82	267.82	267.82
7.5833333333	202.32	265.86	265.86	265.86
7.5937500000	202.32	263.15	263.15	263.15
7.6041666667	202.32	253.85	253.85	253.85
7.6145833333	202.32	243.93	243.93	243.93
7.6250000000	202.32	248.61	248.61	248.61
7.6354166667	202.32	247.73	247.73	247.73
7.6458333333	202.32	243.61	243.61	243.61
7.6562500000	202.32	242.49	242.49	242.49
7.6666666667	202.32	232.07	232.07	232.07
7.6770833333	202.32	222.93	222.93	222.93
7.6875000000	202.32	218.48	218.48	218.48
7.6979166667	202.32	215.95	215.95	215.95
7.7083333333	202.32	214.12	214.12	214.12
7.7187500000	202.32	211.29	211.29	211.29
7.7291666667	202.32	206.65	206.65	206.65
7.7395833333	202.32	203.93	203.93	203.93
7.7500000000	202.32	202.1	202.1	202.1
7.7604166667	202.32	200.66	200.66	200.66
7.7708333333	202.32	199.4	199.4	199.4
7.7812500000	202.32	199.34	199.34	199.34
7.7916666667	202.32	205.92	205.92	205.92
7.8020833333	202.32	210.19	210.19	210.19
7.8125000000	202.32	213.09	213.09	213.09
7.8229166667	202.32	215.99	215.99	215.99
7.8333333333	202.32	212.87	212.87	212.87
7.8437500000	202.32	213.65	213.65	213.65
7.8541666667	202.32	220	220	220
7.8645833333	202.32	222.34	222.34	222.34
7.8750000000	202.32	224.89	224.89	224.89
7.8854166667	202.32	225.05	225.05	225.05
7.8958333333	202.32	220.69	220.69	220.69
7.9062500000	202.32	229.79	229.79	229.79
7.9166666667	202.32	233.33	233.33	233.33
7.9270833333	202.32	234.55	234.55	234.55
7.9375000000	202.32	234.2	234.2	234.2
7.9479166667	202.32	225.58	225.58	225.58
7.9583333333	202.32	233.57	233.57	233.57
7.9687500000	202.32	234.91	234.91	234.91
7.9791666667	202.32	237.89	237.89	237.89
7.9895833333	202.32	237.29	237.29	237.29
8.0000000000	202.32	232.29	232.29	232.29
8.0104166667	202.32	225.63	225.63	225.63
8.0208333333	202.32	220.81	220.81	220.81
8.0312500000	202.32	217.94	217.94	217.94
8.0416666667	202.32	222.66	222.66	222.66
8.0520833333	202.32	223.75	223.75	223.75
8.0625000000	202.32	226.9	226.9	226.9
8.0729166667	202.32	228.29	228.29	228.29
8.0833333333	202.32	215.55	215.55	215.55
8.0937500000	202.32	206.02	206.02	206.02
8.1041666667	202.32	197.96	197.96	197.96
8.1145833333	202.32	190.07	190.07	190.07
8.1250000000	202.32	184.11	184.11	184.11
8.1354166667	202.32	173.88	173.88	173.88
8.1458333333	202.32	164.55	164.55	164.55
8.1562500000	202.32	155.12	155.12	155.12
8.1666666667	202.32	146.29	146.29	146.29
8.1770833333	202.32	137.7	137.7	137.7
8.1875000000	202.32	131.33	131.33	131.33
8.1979166667	202.32	126.04	126.04	126.04
8.2083333333	202.32	121.23	121.23	121.23
8.2187500000	202.32	117.79	117.79	117.79
8.2291666667	202.32	115.48	115.48	115.48
8.2395833333	202.32	113.57	113.57	113.57
8.2500000000	202.32	112.32	112.32	112.32
8.2604166667	202.32	112.12	112.12	112.12
8.2708333333	202.32	110.95	110.95	110.95
8.2812500000	202.32	109.07	109.07	109.07
8.2916666667	202.32	108.28	108.28	108.28
8.3020833333	202.32	108.46	108.46	108.46
8.3125000000	202.32	107.8	107.8	107.8
8.3229166667	202.32	106.78	106.78	106.78
8.3333333333	202.32	106.14	106.14	106.14
8.3437500000	202.32	105.33	105.33	105.33
8.3541666667	202.32	105.99	105.99	105.99
8.3645833333	202.32	106.97	106.97	106.97
8.3750000000	202.32	107.22	64.77	107.22
8.3854166667	202.32	110.63	60.52	110.63
8.3958333333	202.32	121.9	77.86	121.9
8.4062500000	202.32	138.36	75.02	138.36
8.4166666667	202.32	153.96	85.15	153.96
8.4270833333	202.32	169.55	97.78	169.55
8.4375000000	202.32	186.61	111.22	186.61
8.4479166667	202.32	204.22	125.47	204.22
8.4583333333	202.32	223.27	137.6	223.27
8.4687500000	202.32	240.03	147.55	240.03
8.4791666667	202.32	253.61	155.93	253.61
8.4895833333	202.32	265.11	162.59	265.11
8.5000000000	202.32	274.88	166.93	274.88
8.5104166667	202.32	284.37	163.46	284.37
8.5208333333	202.32	283.9	160.04	283.9
8.5312500000	202.32	281.52	156.88	281.52
8.5416666667	202.32	278.5	154.12	278.5
8.5520833333	202.32	275.46	151.5	275.46
8.5625000000	202.32	272.97	145.3	272.97
8.5729166667	202.32	266.59	147.95	266.59
8.5833333333	202.32	266.35	145.59	266.35
8.5937500000	202.32	264.51	142.39	264.51
8.6041666667	202.32	261.62	137.77	261.62
8.6145833333	202.32	257.16	134.34	257.16
8.6250000000	202.32	252.82	132.03	252.82
8.6354166667	202.32	249.28	128.37	249.28
8.6458333333	202.32	245.08	126.89	245.08
8.6562500000	202.32	242.06	123.47	242.06
8.6666666667	202.32	238.27	120.5	238.27
8.6770833333	202.32	234.42	117.31	234.42
8.6875000000	202.32	230.37	113.22	230.37
8.6979166667	202.32	225.7	109.74	225.7
8.7083333333	202.32	221.06	106.26	221.06
8.7187500000	202.32	216.47	103.49	216.47
8.7291666667	202.32	212.3	101.22	212.3
8.7395833333	202.32	208.89	102.06	208.89
8.7500000000	202.32	208.01	110.1	208.01
8.7604166667	202.32	212.34	110.26	212.34
8.7708333333	202.32	214.32	112.81	214.32
8.7812500000	202.32	216.96	111.56	216.96
8.7916666667	202.32	217.27	108.22	217.27
8.8020833333	202.32	214.89	100.13	214.89
8.8125000000	202.32	209.5	100.2	307.79
8.8229166667	202.32	207.47	108.71	369.61
8.8333333333	202.32	211.49	113.96	406.75
8.8437500000	202.32	216.77	116.57	417.43
8.8541666667	202.32	220.75	122.75	356.52
8.8645833333	202.32	227.5	117.97	333.31
8.8750000000	202.32	226.71	111.4	246.71
8.8854166667	202.32	222.75	114.59	164.18
8.8958333333	202.32	222.49	126.98	173.94
8.9062500000	202.32	232.02	127.09	173.29
8.9166666667	202.32	235.35	128.14	187.77
8.9270833333	202.32	237.55	130.4	237.55
8.9375000000	202.32	240.7	124.78	240.7
8.9479166667	202.32	237.04	136.12	237.04
8.9583333333	202.32	244.79	137.64	244.79
8.9687500000	202.32	248.74	137.65	248.74
8.9791666667	202.32	250.46	136.84	250.46
8.9895833333	202.32	250.82	134.99	250.82
9.0000000000	202.32	250.05	128.12	250.05
9.0104166667	202.32	245.09	125.58	245.09
9.0208333333	202.32	229.84	112.33	229.84
9.0312500000	202.32	230.44	111.8	230.44
9.0416666667	202.32	226.87	109.04	226.87
9.0520833333	202.32	224.19	105.84	224.19
9.0625000000	202.32	221.09	103	221.09
9.0729166667	202.32	217.46	99.46	217.46
9.0833333333	202.32	223.73	99.83	223.73
9.0937500000	202.32	215.44	96.43	215.44
9.1041666667	202.32	208.06	92.36	208.06
9.1145833333	202.32	205.13	86.19	205.13
9.1250000000	202.32	201.67	80.99	201.67
9.1354166667	202.32	194.55	75.41	194.55
9.1458333333	202.32	185.93	69.94	185.93
9.1562500000	202.32	177.13	64.5	177.13
9.1666666667	202.32	166.53	62.72	166.53
9.1770833333	202.32	157.92	57.83	157.92
9.1875000000	202.32	151.22	56.34	151.22
9.1979166667	202.32	142.75	56.5	142.75
9.2083333333	202.32	138.86	52.94	138.86
9.2187500000	202.32	136.2	54.33	136.2
9.2291666667	202.32	132.33	53.59	132.33
9.2395833333	202.32	131.63	53.29	131.63
9.2500000000	202.32	133.14	50.91	133.14
9.2604166667	202.32	132.88	50.87	132.88
9.2708333333	202.32	130.55	48.36	130.55
9.2812500000	202.32	127.87	47.96	127.87
9.2916666667	202.32	124.63	46.26	124.63
9.3020833333	202.32	122.19	45.71	122.19
9.3125000000	202.32	119.35	45.49	119.35
9.3229166667	202.32	117.07	45.74	117.07
9.3333333333	202.32	116.43	45.44	116.43
9.3437500000	202.32	117.15	45.28	117.15
9.3541666667	202.32	116.46	46.74	116.46
9.3645833333	202.32	115.55	47.48	115.55
9.3750000000	202.32	113.4	52.49	113.4
9.3854166667	202.32	115.81	53.6	115.81
9.3958333333	202.32	116.46	60.74	116.46
9.4062500000	202.32	119.37	66.8	119.37
9.4166666667	202.32	135.84	75.17	135.84
9.4270833333	202.32	152.94	87.64	152.94
9.4375000000	202.32	165.56	97.32	165.56
9.4479166667	202.32	179.12	108.47	179.12
9.4583333333	202.32	197.28	119.92	197.28
9.4687500000	202.32	216.42	131.56	216.42
9.4791666667	202.32	233.97	141.7	233.97
9.4895833333	202.32	258.53	148.73	258.53
9.5000000000	202.32	273.94	154.35	273.94
9.5104166667	202.32	276.45	155.75	276.45
9.5208333333	202.32	278.99	154.3	278.99
9.5312500000	202.32	277.82	153.45	277.82
9.5416666667	202.32	283.07	147.45	283.07
9.5520833333	202.32	270.4	152.01	270.4
9.5625000000	202.32	263.77	146.7	263.77
9.5729166667	202.32	272.36	147.29	272.36
9.5833333333	202.32	275.77	146.58	275.77
9.5937500000	202.32	280.21	140.11	280.21
9.6041666667	202.32	280.4	133.86	280.4
9.6145833333	202.32	252.25	138.9	252.25
9.6250000000	202.32	244.38	128.98	244.38
9.6354166667	202.32	256.03	130.39	256.03
9.6458333333	202.32	251.77	131.37	251.77
9.6562500000	202.32	256.93	120.94	256.93
9.6666666667	202.32	257.6	118.53	257.6
9.6770833333	202.32	241.1	116.68	241.1
9.6875000000	202.32	229.03	110.69	229.03
9.6979166667	202.32	223.13	109.07	223.13
9.7083333333	202.32	219.89	105.77	219.89
9.7187500000	202.32	219.46	104.04	219.46
9.7291666667	202.32	216.78	102	216.78
9.7395833333	202.32	212.06	100.72	212.06
9.7500000000	202.32	206.6	98.44	206.6
9.7604166667	202.32	204.57	97.49	204.57
9.7708333333	202.32	203.01	96.7	203.01
9.7812500000	202.32	192.89	101.98	192.89
9.7916666667	202.32	192.86	100.68	192.86
9.8020833333	202.32	203	104.91	203
9.8125000000	202.32	207.35	108.2	207.35
9.8229166667	202.32	218.18	104.56	218.18
9.8333333333	202.32	218.42	109.49	218.42
9.8437500000	202.32	205.95	111.02	205.95
9.8541666667	202.32	210.19	109.74	210.19
9.8645833333	202.32	218.26	114.62	218.26
9.8750000000	202.32	223.13	114.68	223.13
9.8854166667	202.32	232.26	111.86	232.26
9.8958333333	202.32	216.37	120.94	216.37
9.9062500000	202.32	215.12	115.86	215.12
9.9166666667	202.32	229.98	121.43	229.98
9.9270833333	202.32	235.6	122.67	235.6
9.9375000000	202.32	248.17	114.33	248.17
9.9479166667	202.32	228.05	126.62	228.05
9.9583333333	202.32	222.19	117.73	222.19
9.9687500000	202.32	231.64	124.75	231.64
9.9791666667	202.32	237.27	123.57	237.27
9.9895833333	202.32	246.67	121.55	246.67
10.0000000000	202.32	249.13	117.71	249.13
10.0104166667	202.32	241.64	114.98	241.64
10.0208333333	202.32	231.74	111.55	231.74
10.0312500000	202.32	216.14	114.93	216.14
10.0416666667	202.32	215.49	111.3	215.49
10.0520833333	202.32	219.83	116.61	219.83
10.0625000000	202.32	221.55	117.17	221.55
10.0729166667	202.32	243.96	103.94	243.96
10.0833333333	202.32	246.54	105.79	246.54
10.0937500000	202.32	228.37	98.08	228.37
10.1041666667	202.32	217.23	91.29	217.23
10.1145833333	202.32	208.58	86.09	208.58
10.1250000000	202.32	202.58	77.32	202.58
10.1354166667	202.32	193.63	73.9	193.63
10.1458333333	202.32	186.19	67.12	186.19
10.1562500000	202.32	176.34	62.5	176.34
10.1666666667	202.32	165.92	56.93	165.92
10.1770833333	202.32	156.61	52.2	156.61
10.1875000000	202.32	145.28	52.12	145.28
10.1979166667	202.32	137.15	46.96	137.15
10.2083333333	202.32	131.73	46.53	131.73
10.2187500000	202.32	125.14	44.88	125.14
10.2291666667	202.32	120.45	44.33	120.45
10.2395833333	202.32	117.53	42.86	117.53
10.2500000000	202.32	115.18	43.21	115.18
10.2604166667	202.32	112.62	43.19	112.62
10.2708333333	202.32	113.18	40.91	113.18
10.2812500000	202.32	113.42	41.11	113.42
10.2916666667	202.32	110.33	41.33	110.33
10.3020833333	202.32	108.19	41.19	108.19
10.3125000000	202.32	108.97	39.61	108.97
10.3229166667	202.32	109.29	40.17	109.29
10.3333333333	202.32	107.63	39.63	107.63
10.3437500000	202.32	107.09	38.9	107.09
10.3541666667	202.32	105.18	40.86	105.18
10.3645833333	202.32	104.6	39.68	104.6
10.3750000000	202.32	106.78	40.2	106.78
10.3854166667	202.32	104.21	52.17	104.21
10.3958333333	202.32	96.95	76.84	96.95
10.4062500000	202.32	102.31	85.54	102.31
10.4166666667	202.32	120.52	107.38	120.52
10.4270833333	202.32	134.43	134.43	134.43
10.4375000000	202.32	147.74	147.74	147.74
10.4479166667	202.32	163	163	163
10.4583333333	202.32	183.51	183.51	183.51
10.4687500000	202.32	206.92	206.92	206.92
10.4791666667	202.32	226.85	226.85	226.85
10.4895833333	202.32	243.82	243.82	243.82
10.5000000000	202.32	259.91	259.91	259.91
10.5104166667	202.32	282.5	282.5	282.5
10.5208333333	202.32	293.81	293.81	293.81
10.5312500000	202.32	292.78	292.78	292.78
10.5416666667	202.32	289.61	289.61	289.61
10.5520833333	202.32	286.08	286.08	286.08
10.5625000000	202.32	286.62	286.62	286.62
10.5729166667	202.32	276.3	276.3	276.3
10.5833333333	202.32	271.17	271.17	271.17
10.5937500000	202.32	273.3	273.3	273.3
10.6041666667	202.32	273.54	273.54	273.54
10.6145833333	202.32	270.34	270.34	270.34
10.6250000000	202.32	264.38	264.38	264.38
10.6354166667	202.32	260.46	260.46	260.46
10.6458333333	202.32	255.43	255.43	255.43
10.6562500000	202.32	251.81	251.81	251.81
10.6666666667	202.32	249.07	249.07	249.07
10.6770833333	202.32	245.35	245.35	245.35
10.6875000000	202.32	242.26	242.26	242.26
10.6979166667	202.32	238.21	238.21	238.21
10.7083333333	202.32	233.33	233.33	233.33
10.7187500000	202.32	228.08	228.08	228.08
10.7291666667	202.32	222.65	222.65	222.65
10.7395833333	202.32	215.77	215.77	215.77
10.7500000000	202.32	204.5	204.5	204.5
10.7604166667	202.32	204.84	204.84	204.84
10.7708333333	202.32	210	210	210
10.7812500000	202.32	214.61	214.61	214.61
10.7916666667	202.32	220.87	220.87	220.87
10.8020833333	202.32	226.26	226.26	226.26
10.8125000000	202.32	221.62	221.62	221.62
10.8229166667	202.32	206.36	206.36	206.36
10.8333333333	202.32	200.27	200.27	200.27
10.8437500000	202.32	206.25	206.25	206.25
10.8541666667	202.32	209.48	209.48	209.48
10.8645833333	202.32	222.18	222.18	222.18
10.8750000000	202.32	235.7	235.7	235.7
10.8854166667	202.32	229.73	229.73	229.73
10.8958333333	202.32	211.83	211.83	211.83
10.9062500000	202.32	217.42	217.42	217.42
10.9166666667	202.32	230.94	230.94	200.03
10.9270833333	202.32	233.63	233.63	177.84
10.9375000000	202.32	242.9	242.9	154.61
10.9479166667	202.32	233.07	233.07	136.41
10.9583333333	202.32	232.27	232.27	126.91
10.9687500000	202.32	244.91	244.91	119.71
10.9791666667	202.32	251.11	251.11	111.62
10.9895833333	202.32	254.62	254.62	102.97
11.0000000000	202.32	260.31	260.31	90.68
11.0104166667	202.32	258.52	258.52	87.93
11.0208333333	202.32	226.7	226.7	70.34
11.0312500000	202.32	223.19	223.19	68.29
11.0416666667	202.32	219.83	219.83	66.1
11.0520833333	202.32	216.23	216.23	62.9
11.0625000000	202.32	221.75	221.75	62.96
11.0729166667	202.32	214.92	214.92	59.03
11.0833333333	202.32	208.51	208.51	59.94
11.0937500000	202.32	202.44	202.44	59.37
11.1041666667	202.32	197.4	197.4	58.27
11.1145833333	202.32	191.63	191.63	53.85
11.1250000000	202.32	183.89	183.89	49.88
11.1354166667	202.32	175.39	175.39	46.52
11.1458333333	202.32	166.78	166.78	43.57
11.1562500000	202.32	158.22	158.22	40.65
11.1666666667	202.32	151.11	151.11	41.13
11.1770833333	202.32	145.03	145.03	39.06
11.1875000000	202.32	139.62	139.62	39.14
11.1979166667	202.32	136.67	136.67	41.81
11.2083333333	202.32	134.16	134.16	40.26
11.2187500000	202.32	132.3	132.3	42.61
11.2291666667	202.32	131.84	131.84	44.12
11.2395833333	202.32	131.62	131.62	45.03
11.2500000000	202.32	129.96	129.96	42.87
11.2604166667	202.32	127.55	127.55	43.16
11.2708333333	202.32	124.8	124.8	41.87
11.2812500000	202.32	122.27	122.27	42.63
11.2916666667	202.32	120.06	120.06	42.54
11.3020833333	202.32	118.18	118.18	43.35
11.3125000000	202.32	117.12	117.12	44.97
11.3229166667	202.32	117.08	117.08	47.34
11.3333333333	202.32	117.33	117.33	48.77
11.3437500000	202.32	117.24	117.24	49.76
11.3541666667	202.32	117.99	117.99	53.38
11.3645833333	202.32	119.9	119.9	57.08
11.3750000000	202.32	122.58	122.58	66.44
11.3854166667	202.32	130.62	130.62	72.88
11.3958333333	202.32	141.23	141.23	88.91
11.4062500000	202.32	156.86	156.86	106.67
11.4166666667	202.32	174.19	174.19	120.52
11.4270833333	202.32	189.19	189.19	137.34
11.4375000000	202.32	205.44	205.44	155.24
11.4479166667	202.32	220.17	220.17	173.26
11.4583333333	202.32	236.46	236.46	190.94
11.4687500000	202.32	250.7	250.7	207.44
11.4791666667	202.32	262.74	262.74	222.58
11.4895833333	202.32	275.54	275.54	235.49
11.5000000000	202.32	278.55	278.55	243.78
11.5104166667	202.32	277.17	277.17	250.38
11.5208333333	202.32	276.67	276.67	257.53
11.5312500000	202.32	275.91	275.91	266
11.5416666667	202.32	275.32	275.32	275.32
11.5520833333	202.32	268.8	268.8	268.8
11.5625000000	202.32	271.39	271.39	271.39
11.5729166667	202.32	272.22	272.22	272.22
11.5833333333	202.32	269.91	269.91	269.91
11.5937500000	202.32	266.22	266.22	266.22
11.6041666667	202.32	256.25	256.25	256.25
11.6145833333	202.32	248.27	248.27	248.27
11.6250000000	202.32	252.28	252.28	252.28
11.6354166667	202.32	250.87	250.87	250.87
11.6458333333	202.32	247.04	247.04	247.04
11.6562500000	202.32	244.64	244.64	244.64
11.6666666667	202.32	233.92	233.92	233.92
11.6770833333	202.32	225.17	225.17	225.17
11.6875000000	202.32	220.67	220.67	220.67
11.6979166667	202.32	218.23	218.23	218.23
11.7083333333	202.32	216.22	216.22	216.22
11.7187500000	202.32	213.23	213.23	213.23
11.7291666667	202.32	208.48	208.48	208.48
11.7395833333	202.32	205.82	205.82	205.82
11.7500000000	202.32	204	204	204
11.7604166667	202.32	202.55	202.55	202.55
11.7708333333	202.32	201.28	201.28	201.28
11.7812500000	202.32	202.32	202.32	202.32
11.7916666667	202.32	208.83	208.83	208.83
11.8020833333	202.32	213.04	213.04	213.04
11.8125000000	202.32	216.11	216.11	216.11
11.8229166667	202.32	218.08	218.08	218.08
11.8333333333	202.32	215.39	215.39	215.39
11.8437500000	202.32	217.14	217.14	217.14
11.8541666667	202.32	223.12	223.12	223.12
11.8645833333	202.32	225.58	225.58	225.58
11.8750000000	202.32	227.87	227.87	227.87
11.8854166667	202.32	227.28	227.28	227.28
11.8958333333	202.32	224.92	224.92	224.92
11.9062500000	202.32	233.53	233.53	233.53
11.9166666667	202.32	236.81	236.81	236.81
11.9270833333	202.32	237.84	237.84	237.84
11.9375000000	202.32	236.09	236.09	236.09
11.9479166667	202.32	229.79	229.79	229.79
11.9583333333	202.32	237.12	237.12	237.12
11.9687500000	202.32	238.74	238.74	238.74
11.9791666667	202.32	241.24	241.24	241.24
11.9895833333	202.32	239.91	239.91	239.91
12.0000000000	202.32	182.89	182.89	182.89
12.0104166667	202.32	179.41	179.41	179.41
12.0208333333	202.32	179.02	179.02	179.02
12.0312500000	202.32	183.67	183.67	183.67
12.0416666667	202.32	184.9	184.9	184.9
12.0520833333	202.32	188.15	188.15	188.15
12.0625000000	202.32	190.38	190.38	190.38
12.0729166667	202.32	180.67	180.67	180.67
12.0833333333	202.32	174.36	174.36	174.36
12.0937500000	202.32	168.83	168.83	168.83
12.1041666667	202.32	163.75	163.75	163.75
12.1145833333	202.32	160.08	160.08	160.08
12.1250000000	202.32	155.75	155.75	155.75
12.1354166667	202.32	150.57	150.57	150.57
12.1458333333	202.32	144.71	144.71	144.71
12.1562500000	202.32	139.57	139.57	139.57
12.1666666667	202.32	133.63	133.63	133.63
12.1770833333	202.32	128.83	128.83	128.83
12.1875000000	202.32	125.9	125.9	125.9
12.1979166667	202.32	121.49	121.49	121.49
12.2083333333	202.32	119.66	119.66	119.66
12.2187500000	202.32	117.26	117.26	117.26
12.2291666667	202.32	116.04	116.04	116.04
12.2395833333	202.32	114.85	114.85	114.85
12.2500000000	202.32	115.28	115.28	115.28
12.2604166667	202.32	115.43	115.43	115.43
12.2708333333	202.32	114.45	114.45	114.45
12.2812500000	202.32	113.25	113.25	113.25
12.2916666667	202.32	113.31	113.31	113.31
12.3020833333	202.32	113.52	113.52	113.52
12.3125000000	202.32	112.36	112.36	112.36
12.3229166667	202.32	111.58	111.58	111.58
12.3333333333	202.32	111.25	111.25	111.25
12.3437500000	202.32	110.76	110.76	110.76
12.3541666667	202.32	111.42	111.42	111.42
12.3645833333	202.32	111.35	111.35	111.35
12.3750000000	202.32	109.31	109.31	109.31
12.3854166667	202.32	113.14	113.14	113.14
12.3958333333	202.32	122.01	122.01	122.01
12.4062500000	202.32	129.87	129.87	129.87
12.4166666667	202.32	140.85	140.85	140.85
12.4270833333	202.32	151.32	151.32	151.32
12.4375000000	202.32	163.17	163.17	163.17
12.4479166667	202.32	175.4	175.4	175.4
12.4583333333	202.32	187.64	187.64	187.64
12.4687500000	202.32	197.95	197.95	197.95
12.4791666667	202.32	207.03	207.03	207.03
12.4895833333	202.32	218.88	218.88	218.88
12.5000000000	202.32	225.39	225.39	225.39
12.5104166667	202.32	223.57	223.57	223.57
12.5208333333	202.32	222.42	222.42	222.42
12.5312500000	202.32	219.8	219.8	219.8
12.5416666667	202.32	221.13	221.13	221.13
12.5520833333	202.32	213.48	213.48	213.48
12.5625000000	202.32	209.82	209.82	209.82
12.5729166667	202.32	211.75	211.75	211.75
12.5833333333	202.32	211.26	211.26	211.26
12.5937500000	202.32	212.16	212.16	212.16
12.6041666667	202.32	210.7	210.7	210.7
12.6145833333	202.32	199.72	199.72	199.72
12.6250000000	202.32	199.74	199.74	199.74
12.6354166667	202.32	198.53	198.53	198.53
